unit_id,statement,condition,source_rows,primary_source,capability_area,mandatory,profiles,evidence_class,status,package,evidence,remaining_work,notes
AU-OBS-0011,"Geopolitical event feeds are acquired by API or analyst package with event, claim, assessment and confidence, and pass truth-state and provenance review.",Pattern SP-09; all profiles; GDELT is held in replay pending a lawful-collection design.,V7:SP-09,V7:SP-09,observation,yes,all,harness,open,P1,"SOURCE_INTEGRATION_STATUS.md (gdelt-discovery replay, held)",Complete the lawful-collection design for GDELT and move it from replay to live under contract; truth-state/provenance review per event.,
AU-OBS-0012,"Social signal sources are acquired only through approved collection with purpose, minimization, sampling and deletion controls, and pass privacy and representativeness review.",Pattern SP-10; all profiles; lawful-collection controls precede any collection.,V7:SP-10,V7:SP-10,observation,yes,all,harness,open,P1,,"Design lawful social-signal collection (purpose, minimisation, sampling, deletion) and its privacy/representativeness review before any connector.",
AU-OBS-0013,"Authorized users can connect ERP, CRM, databases, internal documents, collaboration systems, APIs, files and operational platforms as sources with visible ownership, scope, reconciliation and customer control, without taking ownership from the source systems.",V8 ch.14 / V7 ch.11; all profiles; least-privilege connections.,V8:PR-14-001; V8:CAP-OB-09; V2:V02-T-177; V7:DP-11-001; V7:DAT-IN-05; V7:DZ-02,V8:PR-14-001,observation,yes,all,harness,open,P1,"apps/api/src/observation/connectors/rest.connector.ts (generic REST poller only); apps/api/src/observation/connectors/upload.connector.ts (PDF/DOCX/CSV); e2e/phase1-observation.spec.ts: the registrar registers a source through the four-step form; L1_CONNECTOR_COVERAGE.md (ERP, CRM: Not implemented); L1_CONNECTOR_COVERAGE.md rows 11-12 (ERP/CRM not implemented); apps/api/migrations/0022 connector_kind CHECK (upload,rss,rest)","Build the enterprise integration manager: ERP/CRM/database (snapshot + CDC) connectors, document-repository and collaboration adapters, least-privilege credential binding and reconciliation totals; connector_kind CHECK admits only upload/rss/rest today.",
AU-OBS-0014,"ERP integrations acquire data by CDC, API or batch with transaction boundary, business keys and deletes, and pass source-total and watermark reconciliation.",Pattern SP-11; all profiles.,V7:SP-11,V7:SP-11,observation,yes,all,harness,open,P1,,Build the ERP integration pattern with watermark/total reconciliation.,
AU-OBS-0015,"CRM integrations acquire data by CDC or API with object lifecycle, consent and ownership, and pass permission and delete-propagation tests.",Pattern SP-12; all profiles.,V7:SP-12,V7:SP-12,observation,yes,all,harness,open,P1,,Build the CRM integration pattern with consent and delete propagation.,
AU-OBS-0016,"Operational databases are acquired by CDC or snapshot with log position, transaction order and schema, and pass gap and resnapshot exercises.",Pattern SP-13; all profiles.,V7:SP-13,V7:SP-13,observation,yes,all,harness,open,P1,,Build the operational-database CDC/snapshot pattern with resnapshot exercises.,
AU-OBS-0017,"Document repositories are acquired by event, API or bulk with version, permissions, folders and deletion, and pass permission and version reconciliation.",Pattern SP-14; all profiles.,V7:SP-14,V7:SP-14,observation,yes,all,harness,open,P1,,Build the document-repository integration with permission/version reconciliation.,
AU-OBS-0018,"Email and collaboration systems are acquired by API or export with participants, thread, attachment and retention, and pass purpose, rights and access tests.",Pattern SP-15; all profiles; purpose and rights precede collection.,V7:SP-15,V7:SP-15,observation,yes,all,harness,open,P1,,Build the email/collaboration integration with purpose/rights/access tests.,
AU-OBS-0019,"For every enterprise connection the product persists, exposes, versions and reconciles connection, source system, credential reference, object or table scope, extraction mode, schema, watermark, transaction boundary, source key, permissions, reconciliation, customer owner, incident and deletion behaviour with explicit identity, owner, effective time, status, provenance and policy.",V8 ch.14 object model / V7 ch.11 reconcile clause; all profiles.,V8:PR-14-002; V7:DP-11-002,V8:PR-14-002,observation,yes,all,harness,open,P1,"L1_CONNECTOR_COVERAGE.md rows 11-12 (ERP/CRM not implemented); apps/api/migrations/0022 connector_kind CHECK (upload,rss,rest)","Model the enterprise-connection objects (connection, system, scope, extraction mode, cursor/watermark, transaction boundary, permissions, reconciliation totals, owner, incident, deletion behaviour) with the canonical header.",
AU-OBS-0020,"Customer source systems retain business authority: The Eye does not broaden access, reinterpret deletion, infer a consistent transaction or business meaning, or claim transactional completeness beyond the declared integration contract.","Human-authority boundary of V8 ch.14 / V7 ch.11; enforced as a PDP rule with named eligible authority, digest and audit.",V8:PR-14-003; V7:DP-11-003,V8:PR-14-003,observation,yes,all,harness,open,P1,"L1_CONNECTOR_COVERAGE.md rows 11-12 (ERP/CRM not implemented); apps/api/migrations/0022 connector_kind CHECK (upload,rss,rest)","Define the integration contract type and encode the boundary as PDP rules with negative tests (broadened access refused, deletion not reinterpreted, completeness not claimed).",
AU-OBS-0021,"When permissions, schemas, business keys, transactions, watermarks or reconciliation totals become invalid, the affected enterprise ingestion path stops, the last consistent watermark is retained, the incomplete scope is exposed and reconciliation with the customer source owner is required before advancing; incomplete state is never shown as current and complete.",Failure behaviour of V8 ch.14 / V7 ch.11; all profiles.,V8:PR-14-005; V7:DP-11-005,V8:PR-14-005,observation,yes,all,harness,open,P1,"L1_CONNECTOR_COVERAGE.md rows 11-12 (ERP/CRM not implemented); apps/api/migrations/0022 connector_kind CHECK (upload,rss,rest)",Build the hold/expose/route continuity path for enterprise ingestion with fault-injection cases for each listed condition.,
AU-OBS-0022,"Enterprise-integration acceptance demonstrates connector certification, least-privilege tests, schema-change handling, snapshot and incremental fixtures, transaction-consistency and deletion fixtures, permission-loss handling, reconciliation totals and customer sign-off for the exact capability version, journey, role, tenant or domain, deployment, entitlement, data and model versions, configuration, consequence class and period.",AT-14; all profiles; evidence bound to the exact release scope.,V8:PR-14-006; V8:AT-14; V7:DP-11-006,V8:PR-14-006,observation,yes,all,harness,open,P1,"L1_CONNECTOR_COVERAGE.md rows 11-12 (ERP/CRM not implemented); apps/api/migrations/0022 connector_kind CHECK (upload,rss,rest)",Cannot start until AU-OBS-0013 exists; then produce the AT-14 record with positive/negative/stale/unauthorized/cross-tenant/correction/replay fixtures and customer sign-off.,
AU-OBS-0023,"Change data capture captures source inserts, updates, deletes, corrections and tombstones from customer systems while preserving transaction order and source authority.",V7 ch.15; all profiles.,V7:DP-15-001; V7:DAT-IN-09,V7:DP-15-001,observation,yes,all,harness,open,P1,L1_CONNECTOR_COVERAGE.md,"Build the CDC service (log-position capture, before/after images, delete/tombstone propagation) for the operational-database, ERP and CRM patterns.",
AU-OBS-0024,"Every CDC instance declares and continuously reconciles capture stream, source log position, transaction identity, before and after image, source key, operation, commit time, checkpoint and reconciliation state through versioned contracts, observed state, ownership, lineage and audit evidence.",V7 ch.15 reconcile clause.,V7:DP-15-002,V7:DP-15-002,observation,yes,all,harness,open,P1,L1_CONNECTOR_COVERAGE.md,Model CDC capture state with the canonical header and observed-state reconciliation.,
AU-OBS-0025,"Change capture replicates source state but never invents missing transactions, reinterprets deletion or bypasses the canonical correction lifecycle.",V7 ch.15 authority boundary.,V7:DP-15-003,V7:DP-15-003,observation,yes,all,harness,open,P1,L1_CONNECTOR_COVERAGE.md,Encode as negative fixtures on the CDC service once built.,
AU-OBS-0026,"When log continuity breaks, checkpoints diverge, duplicates or gaps emerge, or source retention expires before capture, dependent publication pauses, the last verified position is retained, the bounded scope is resnapshotted, transactions are reconciled and the discontinuity is exposed; no complete or recovered state is inferred.",V7 ch.15 failure behaviour.,V7:DP-15-005,V7:DP-15-005,observation,yes,all,harness,open,P1,L1_CONNECTOR_COVERAGE.md,Build log-gap handling with resnapshot and discontinuity exposure; fault cases per condition.,
AU-OBS-0027,"CDC admission and continued operation require transactional fixtures, log-gap simulation, resnapshot and catch-up, delete propagation, ordering, reconciliation and source-owner acceptance bound to the exact contracts, schemas, code, data versions, policies, infrastructure, customer scope, deployment profile and period.",V7 ch.15 admission clause.,V7:DP-15-006,V7:DP-15-006,observation,yes,all,harness,open,P1,L1_CONNECTOR_COVERAGE.md,Write the CDC admission suite and bind its evidence to release scope.,
AU-OBS-0028,"Authorized users observe live events, streams, IoT, sensor, operational, cyber, market and telemetry data with explicit time, sequence, location, source trust, quality, latency, gaps and correlation into strategic context, admitted under explicit ordering, time, quality and backpressure contracts through a checkpointed, backpressured, replayable evidence stream.",V8 ch.13 / V7 ch.13 / V3 streaming receiver and evidence-stream interaction style; all profiles.,V8:PR-13-001; V8:CAP-OB-08; V2:V02-T-176; V3:L1-C04; V3:V03-T-062; V3:L1-I02; V7:DP-13-001; V7:DAT-IN-08,V8:PR-13-001,observation,yes,all,harness,open,P1,"apps/api/src/observation/connectors/rest.connector.ts (generic REST poller); SOURCE_INTEGRATION_STATUS.md (imf-portwatch BLOCKED — RIGHTS); L1_CONNECTOR_COVERAGE.md (IoT, satellites, climate: Not implemented); apps/api/src/observation/connectors/upload.connector.ts; apps/api/src/observation/sources/upload.controller.ts; test/int/phase1-acceptance.test.ts; apps/api/src/observation/acquisition/orchestrator.service.ts; apps/api/src/observation/acquisition/lifecycle.service.ts; migrations/0022:322-347 (attempt key); test/int/phase1-fault-injection.test.ts:578; L1_CONNECTOR_COVERAGE.md row 10 (IoT requires stream ingestion, not BullMQ)","Build the stream/IoT/telemetry receiver (broker or edge intake) with ordering, watermark and backpressure contracts, the Acquire stream form, and the live event console (sequence, time, device trust, gaps, latency, correlation, burst/replay).",L1-C04 batch receiver is file upload only; L1-I02 has no stream form; V03-T-062 evidence stream (V3 ch.8) is the interaction-style statement of the same obligation.
AU-OBS-0029,"IoT and sensor streams are admitted through a broker or edge intake with device identity, event time, sequence and calibration, and pass device-trust and clock tests.",Pattern SP-16; all profiles.,V7:SP-16,V7:SP-16,observation,yes,all,harness,open,P1,,Build the IoT/sensor stream pattern on the stream receiver (AU-OBS-0028).,
AU-OBS-0030,"Cyber telemetry is admitted as stream or batch with asset, event, detector, retention and privilege fields, and passes security isolation and loss accounting.",Pattern SP-17; all profiles.,V7:SP-17,V7:SP-17,observation,yes,all,harness,open,P1,,Build the cyber telemetry pattern with security isolation and loss accounting.,
AU-OBS-0031,"For every stream the product persists, exposes, versions and reconciles stream identity, producer or device, partition key, observation, event time, receipt or ingestion time, sequence, schema, checkpoint, lateness, watermark, quality, trust, gap, loss state, correlation, alert and replay position with explicit identity, owner, effective time, status, provenance and policy.",V8 ch.13 / V7 ch.13 object model.,V8:PR-13-002; V7:DP-13-002,V8:PR-13-002,observation,yes,all,harness,open,P1,"L1_CONNECTOR_COVERAGE.md row 10 (IoT requires stream ingestion, not BullMQ)",Model stream state with the canonical header together with AU-OBS-0028.,
AU-OBS-0032,"Operators may acknowledge, annotate, suppress under policy and escalate stream signals; broker delivery is not canonical admission and the interface never infers completeness or trusted device state from transport success; duplicates, reordering, gaps, late data, clock error and device trust remain explicit until resolved.","V8 ch.13 / V7 ch.13 authority boundary; PDP rule with named eligible authority, digest and audit.",V8:PR-13-003; V7:DP-13-003,V8:PR-13-003,observation,yes,all,harness,open,P1,"L1_CONNECTOR_COVERAGE.md row 10 (IoT requires stream ingestion, not BullMQ)",Encode the stream boundary as PDP rules and negative fixtures once AU-OBS-0028 exists.,
AU-OBS-0033,"When streams overrun, reorder, duplicate, lose time or clock quality, develop gaps or originate from an untrusted producer, the degraded interval and data loss are shown, bounded backpressure or approved shedding by consequence is applied, suspect producers are quarantined, checkpoints and loss evidence are preserved and downstream use is constrained; incomplete state is never shown as current and complete.",V8 ch.13 / V7 ch.13 failure behaviour.,V8:PR-13-005; V7:DP-13-005,V8:PR-13-005,observation,yes,all,harness,open,P1,"L1_CONNECTOR_COVERAGE.md row 10 (IoT requires stream ingestion, not BullMQ)","Build the stream continuity path (backpressure, shedding, producer quarantine, checkpoint reconciliation) with fault cases per condition.",
AU-OBS-0034,"Stream acceptance demonstrates burst and latency tests, duplicate and ordering fixtures, late-data exercises, device revocation, clock skew, gap visualization, replay, loss accounting and operator decision exercises for the exact capability version, journey, role, tenant or domain, deployment, entitlement, data and model versions, configuration, consequence class and period.",AT-13; all profiles.,V8:PR-13-006; V8:AT-13; V7:DP-13-006,V8:PR-13-006,observation,yes,all,harness,open,P1,"L1_CONNECTOR_COVERAGE.md row 10 (IoT requires stream ingestion, not BullMQ)",Cannot start until AU-OBS-0028 exists; then produce the AT-13 record.,
AU-OBS-0035,"Batch and stream processing infrastructure processes bounded datasets and continuous event flows with explicit identity, lineage, watermarks, checkpoints, backpressure and quality gates.",V6 ch.20; all profiles.,V6:IA-20-001,V6:IA-20-001,observation,yes,all,harness,open,P1,"apps/api/src/objects/outbox.publisher.ts (at-least-once, idempotent job ids, compare-and-set ack); migrations/0015_outbox_hardening.sql; test/int/gate22-outbox-hardening.test.ts","Provide a batch/stream processing runtime (beyond the outbox poller and BullMQ workers) with watermarks, checkpoints, backpressure and quality gates.",
AU-OBS-0036,"Every batch/stream processing instance declares and continuously reconciles job or stream identity, input revisions, partition set, watermark, checkpoint, output commit, quality state and replay cursor through versioned desired state, observed state, ownership and audit evidence.",V6 ch.20 reconcile clause.,V6:IA-20-002,V6:IA-20-002,observation,yes,all,harness,open,P1,,"Add the infrastructure manifest (Vol 6 App H), observed-state inventory and reconciliation audit for processing jobs/streams.",
AU-OBS-0037,Processing infrastructure separates compute completion from canonical output admission and preserves deterministic or declared non-deterministic behaviour.,"V6 ch.20 boundary; proven today only for the acquisition lifecycle (collection completes, admission is a separate governed step).",V6:IA-20-003,V6:IA-20-003,observation,yes,all,harness,open,P1,apps/api/src/observation/acquisition/lifecycle.service.ts (compute completion separated from canonical admission); test/int/phase1-acceptance.test.ts,"Run the same named fixture on the SaaS, private-cloud and on-premises profiles once they exist (EXC-P0-004: only the local Compose profile exists at 2e83945); Declare determinism per processing job class when the processing runtime (AU-OBS-0035) exists and re-run the separation fixture there.",Verified at the harness for acquisition (test/int/phase1-acceptance.test.ts); no general processing runtime yet. | repair 2026-09-10: local evidence not bound to a case
AU-OBS-0038,"When partitions lag, reorder, duplicate, corrupt or become unavailable beyond the declared window, backpressure is applied, affected partitions are quarantined, processing resumes from committed state and output is marked incomplete or stale until reconciled; no healthy, complete, current, authorized or recovered state is inferred.","V6 ch.20 failure behaviour; the outbox keeps rows pending when Redis is unavailable (verified) but no partition quarantine, watermark window or stale marking exists.",V6:IA-20-005,V6:IA-20-005,observation,yes,all,harness,open,P1,"apps/api/src/objects/outbox.publisher.ts (at-least-once, idempotent job ids, compare-and-set ack); migrations/0015_outbox_hardening.sql; test/int/gate22-outbox-hardening.test.ts (rows stay pending when Redis is unavailable)","Add backpressure, partition quarantine, watermark windows and stale-output marking on the processing runtime; fault cases per condition.",
AU-OBS-0039,"Batch/stream production admission requires replay equivalence, watermark and late-data tests, partition loss, backpressure, lineage closure and output admission evidence bound to the exact artifacts, configuration, topology, customer scope, deployment profile and period.",V6 ch.20 admission clause.,V6:IA-20-006,V6:IA-20-006,observation,yes,all,harness,open,P1,,Write the processing admission suite; CI binds gate evidence to a commit SHA and run attempt only.,
AU-OBS-0040,"Edge, IoT and remote collection infrastructure collects and processes remote signals under intermittent connectivity, constrained power, hostile networks, device diversity and delayed custody transfer.",V6 ch.21; all profiles.,V6:IA-21-001,V6:IA-21-001,observation,yes,all,harness,open,P1,,"Build edge/remote collection (buffering, signed policy, custody transfer) for the IoT/sensor patterns.",
AU-OBS-0041,"Every edge instance declares and continuously reconciles device identity, firmware, sensor profile, locality, clock, collection cursor, buffer, custody state, health and revocation through versioned desired state, observed state, ownership and audit evidence.",V6 ch.21 reconcile clause.,V6:IA-21-002,V6:IA-21-002,observation,yes,all,harness,open,P1,,Add the edge infrastructure manifest and observed-state reconciliation.,
AU-OBS-0042,Edge nodes filter or summarize only through signed policy and retain mapping to source observations and transfer evidence.,V6 ch.21 boundary.,V6:IA-21-003,V6:IA-21-003,observation,yes,all,harness,open,P1,,Encode signed edge policy and observation-mapping fixtures once edge nodes exist.,
AU-OBS-0043,"When device trust, clock, connectivity, local storage or custody evidence is lost, collection stops or is quarantined as required, buffered evidence is preserved, gaps are exposed and reconciliation happens after trust is restored; no healthy, complete, current, authorized or recovered state is inferred.",V6 ch.21 failure behaviour.,V6:IA-21-005,V6:IA-21-005,observation,yes,all,harness,open,P1,,Build device-trust/clock/connectivity/custody loss handling with fault cases.,
AU-OBS-0044,"Edge production admission requires device attestation, offline buffering, clock-drift, tamper, delayed upload, duplicate suppression and revocation exercises bound to the exact artifacts, configuration, topology, customer scope, deployment profile and period.",V6 ch.21 admission clause.,V6:IA-21-006,V6:IA-21-006,observation,yes,all,harness,open,P1,,Write the edge admission suite.,
AU-OBS-0045,"An authorized registrar registers a source through the four-step form and a second operator evaluates, approves and activates it; the source can then be configured, monitored, suspended, transitioned and retired through the registry with every lifecycle event recorded.","Roles per PDP (registrar, approver); connector kinds upload/rss/rest; all profiles.",V8:PR-09-001; V8:CAP-OB-01; V8:JRN-02; V3:L1-C01; V3:L1-I01; V7:DP-09-001; V7:DAT-IN-01; V10:ENT-02,V8:PR-09-001,observation,yes,all,harness,verified:local,P7-D,"apps/api/src/observation/observation.controller.ts (/sources/register, approve, transition, rights, evaluate, readiness); apps/api/src/observation/sources/source-contract.ts; apps/api/migrations/0022_observation_registry_and_evidence.sql; 0028_phase4_source_contract_v2.sql; apps/web/app/observation/sources/**; apps/api/test/int/phase1-acceptance.test.ts: A1 — source contract: the full §7 field set and every fail-closed case; e2e/phase1-observation.spec.ts: 1.–3.; e2e/phase1-observation.spec.ts: 1.–6.; apps/api/test/int/phase1-acceptance.test.ts: A1; apps/api/src/observation/sources/sources.service.ts; migrations/0022_observation.sql:743,811,883,1003; migrations/0028 (contract v2); test/int/phase1-acceptance.test.ts; apps/api/src/observation/observation.controller.ts; apps/api/migrations/0022 §2 (source_contract_events, source_contracts_current, src_active_requires_rights, src_separation_of_duties); apps/api/migrations/0028 (SRC@v2 backfill, attribution); apps/api/test/int/phase1-acceptance.test.ts: A1 — source contract; apps/api/test/int/phase1-fault-injection.test.ts: F08 non-active contract aborts BEFORE egress; apps/api/test/int/phase4-acceptance.test.ts: P4-M0b; SOURCE_INTEGRATION_STATUS.md; apps/api/migrations/0022 §2; apps/api/src/observation (sources, quarantine, corrections, coverage, acquisition); e2e/phase1-observation.spec.ts","Run the same named fixture on the SaaS, private-cloud and on-premises profiles once they exist (EXC-P0-004: only the local Compose profile exists at 2e83945); Breadth of source families is AU-OBS-0001; discovery stage is AU-OBS-0046.",Verified at the harness and browser (test/int/phase1-acceptance.test.ts A1; e2e/phase1-observation.spec.ts 1-3). ENT-02 is a V10 entitlement catalogue entry (explanatory) naming this workflow; entitlement enforcement itself is AU-OBS-0149.
AU-OBS-0046,"A discovery stage precedes registration: candidate sources can be discovered, evaluated for representativeness and proposed for authorization before operational use.",JRN-02 stage 1 (Discover); V0 ch.8 support definition; all profiles.,V0:V00-T-032; V8:JRN-02; V1:V01-T-009,V0:V00-T-032,observation,yes,all,harness,open,P1,"migrations/0022 (authorization, rights_state, lifecycle retire, health events, schema drift tolerance); apps/api/src/observation/connectors/rest.connector.ts (closed-range backfill, checkpoints); test/int/phase4-acceptance.test.ts: 'a re-walk over an overlapping range admits identical windows as audited no-ops and a changed window as a REVISION'; e2e/phase1-observation.spec.ts: 1.–6.; apps/api/test/int/phase1-acceptance.test.ts: A1; see C-012, C-013, C-014; V00-T-119…125",Add source discovery (candidate proposals with evaluation) ahead of registration; today JRN-02 starts at rights/contract.,
AU-OBS-0047,"A source evaluation record scores a candidate beyond readiness (coverage, quality, cost, rights risk) and is persisted with the contract.",V8 ch.9 (evaluate); all profiles.,V8:PR-09-001; V8:PR-09-002,V8:PR-09-001,observation,yes,all,harness,open,P1,"apps/api/src/observation/observation.controller.ts (/sources/register, approve, transition, rights, evaluate, readiness); apps/api/src/observation/sources/source-contract.ts; apps/api/migrations/0022_observation_registry_and_evidence.sql; 0028_phase4_source_contract_v2.sql; apps/web/app/observation/sources/**; apps/api/test/int/phase1-acceptance.test.ts: A1 — source contract: the full §7 field set and every fail-closed case; e2e/phase1-observation.spec.ts: 1.–3.; apps/api/migrations/0006_objects.sql (identity, owner, times, status, provenance, policy on every canonical object)",Add an evaluation record with scoring dimensions to /sources/evaluate; today only readiness is computed.,
