id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope
UX-02-005,V9,2 Experience Doctrine and Strategic Intelligence Loop,13,"When a local optimization, shortcut, or surface fragments the strategic loop or hides upstream evidence and downstream effect, the experience SHALL retain the last coherent loop state, expose the broken handoff, and prevent the next consequential transition until continuity is restored; it SHALL NOT represent unavailable, stale, unapproved, unsupported, inaccessible, policy-filtered, synthetic, o…",V09-F001,ux,partial,unverified,branch-only,phase6,P7-E,"apps/web/app/observation/layout.tsx; apps/web/app/decisions/layout.tsx; apps/web/app/admin/layout.tsx (+intelligence/graph/prediction/twins layouts) (rail links Observation→Intelligence→Graph→Prediction→Twins→Decisions); e2e/phase6-decisions.demo.spec.ts: DECISIONS: the committed package shows its state, SYNTHETIC consequences, the choice, dissent, approvals and the C3 commitment","Chapter-specific degraded journey: hold/deny with preserved work, affected scope, recovery route; fault traces, visible degraded state, disabled unsafe actions and reconciliation fixtures.",Decisions stage is branch-only (phase6-decisions); Observation…Twins are on main; verification class required by the volume: Fault + degraded journey | release_status merged → branch-only from the evidence at 2e83945,v09.txt:page 13:L439,branch+main+test
UX-02-006,V9,2 Experience Doctrine and Strategic Intelligence Loop,13,"Acceptance SHALL demonstrate closed-loop journeys across every role and deployment, including return, correction, and replay for the exact design-system version, component and pattern versions, capability, canonical journey, persona and role, tenant or domain, deployment profile, entitlement, theme, locale, device, assistive technology, configuration, data and model versions, consequence class, t…",V09-F001,ux,missing,unverified,none,phase6,P7-E,"apps/web/app/observation/layout.tsx; apps/web/app/decisions/layout.tsx; apps/web/app/admin/layout.tsx (+intelligence/graph/prediction/twins layouts) (rail links Observation→Intelligence→Graph→Prediction→Twins→Decisions); e2e/phase6-decisions.demo.spec.ts: DECISIONS: the committed package shows its state, SYNTHETIC consequences, the choice, dissent, approvals and the C3 commitment","Independent conformance package for the exact design-system/component versions, persona, tenant, deployment profile, theme, locale, device, assistive technology and named accepting authorities; signed acceptance.",Decisions stage is branch-only (phase6-decisions); Observation…Twins are on main; verification class required by the volume: Independent conformance review,v09.txt:page 13:L452,branch+main+test
UX-03-001,V9,3 Design Principles and Experience Prohibitions,14,"The Eye SHALL present Design Principles and Experience Prohibitions as a governed experience that enables authorized users to turn the product principles into enforceable interaction rules and prevent chatbot-first, dashboard-first, decorative, certainty-inflating, or dark-pattern behavior; principle statement, prohibited behavior, affected pattern, remediation status SHALL precede secondary cont…",V09-F001,ux,partial,passed:browser,merged,phase1,P7-E,apps/web/components/observation.tsx (GovernedButton: no optimistic path; three-channel state); docs/phase1/UX_SCREEN_MAP.md §1; e2e/phase1-observation.spec.ts: 12. state is never carried by colour alone,Publish the principle/prohibition registry in-product with affected patterns and remediation status; add a lint/CI check for raw colour values and optimistic paths.,verification class required by the volume: Design review + journey test,v09.txt:page 14:L513,main+test
UX-03-002,V9,3 Design Principles and Experience Prohibitions,14,"The experience SHALL persist, expose, version, and reconcile principle, prohibition, design decision, exception, review finding, remediation; active tenant, domain, role, purpose, objective, geography, horizon, scenario, classification, effective time, object identity, freshness, provenance, and policy SHALL remain explicit wherever they change meaning or action.",V09-F001,ux,partial,unverified,merged,phase1,P7-E,apps/web/components/observation.tsx (GovernedButton: no optimistic path; three-channel state); docs/phase1/UX_SCREEN_MAP.md §1; e2e/phase1-observation.spec.ts: 12. state is never carried by colour alone,"Context dimensions beyond tenant/domain/role are absent (objective, horizon, scenario, classification, effective time, policy); Expose active objective, horizon, scenario, classification, effective time, freshness and policy wherever they change meaning; version and reconcile this chapter's control…",verification class required by the volume: State + trace test,v09.txt:page 14:L524,main+test
UX-03-003,V9,3 Design Principles and Experience Prohibitions,14,"The primary command SHALL allow eligible users to evaluate a design against explicit principles and record a narrow, expiring exception when conformance cannot yet be achieved; navigation, search, inspection, drafting, acknowledgment, review, approval, publication, and institutional effect SHALL remain visually and behaviorally distinct, attributable, recoverable, and replayable.",V09-F001,ux,missing,unverified,none,phase1,P7-E,apps/web/components/observation.tsx (GovernedButton: no optimistic path; three-channel state); docs/phase1/UX_SCREEN_MAP.md §1; e2e/phase1-observation.spec.ts: 12. state is never carried by colour alone,Evaluate a design against explicit principles and record narrow expiring exceptions (no exception register).,verification class required by the volume: Interaction + command test,v09.txt:page 14:L534,main+test
UX-03-004,V9,3 Design Principles and Experience Prohibitions,14,"The experience SHALL enforce this human-authority boundary: No commercial, administrative, model, or delivery role may waive human authority, truth-state separation, provenance, or accessibility. AI and automation may recommend, forecast, simulate, reason, explain, or execute explicitly pre-authorized reversible workflow steps, but SHALL NOT infer, preselect, obscure, or synthesize final human de…",V09-F001,ux,missing,unverified,none,phase1,P7-E,apps/web/components/observation.tsx (GovernedButton: no optimistic path; three-channel state); docs/phase1/UX_SCREEN_MAP.md §1; e2e/phase1-observation.spec.ts: 12. state is never carried by colour alone,"Render eligibility, separation/delegation/recusal, exact digest, consequence preview, deliberate action, signature and denial for: No commercial, administrative, model, or delivery role may waive human authority, truth-state separation, provenance, or accessibility.",verification class required by the volume: Authority + consequence test,v09.txt:page 14:L545,main+test
UX-03-005,V9,3 Design Principles and Experience Prohibitions,15,"When engagement, speed, visual novelty, automation, or density is optimized at the expense of truth, control, comprehension, or strategic completeness, the experience SHALL block the non-conformant pattern, preserve the design evidence, expose the violated principle, and require accountable remediation; it SHALL NOT represent unavailable, stale, unapproved, unsupported, inaccessible, policy-filte…",V09-F001,ux,partial,unverified,merged,phase1,P7-E,apps/web/components/observation.tsx (GovernedButton: no optimistic path; three-channel state); docs/phase1/UX_SCREEN_MAP.md §1; e2e/phase1-observation.spec.ts: 12. state is never carried by colour alone,"Chapter-specific degraded journey: hold/deny with preserved work, affected scope, recovery route; fault traces, visible degraded state, disabled unsafe actions and reconciliation fixtures.",verification class required by the volume: Fault + degraded journey,v09.txt:page 15:L561,main+test
UX-03-006,V9,3 Design Principles and Experience Prohibitions,15,"Acceptance SHALL demonstrate pattern review, dark-pattern tests, comprehension evidence, and exception non-broadening for the exact design-system version, component and pattern versions, capability, canonical journey, persona and role, tenant or domain, deployment profile, entitlement, theme, locale, device, assistive technology, configuration, data and model versions, consequence class, test per…",V09-F001,ux,missing,unverified,none,phase1,P7-E,apps/web/components/observation.tsx (GovernedButton: no optimistic path; three-channel state); docs/phase1/UX_SCREEN_MAP.md §1; e2e/phase1-observation.spec.ts: 12. state is never carried by colour alone,"Independent conformance package for the exact design-system/component versions, persona, tenant, deployment profile, theme, locale, device, assistive technology and named accepting authorities; signed acceptance.",verification class required by the volume: Independent conformance review,v09.txt:page 15:L574,main+test
UX-04-001,V9,"4 Personas, Roles, Authority, and Consequence Classes",16,"The Eye SHALL present Personas, Roles, Authority, and Consequence Classes as a governed experience that enables authorized users to adapt task density and explanation depth to recurring work while keeping roles, permissions, authority, and consequence explicit and separate; active role, task intent, authority status, consequence class SHALL precede secondary controls or ornamental presentation.",V09-F001,ux,partial,unverified,branch-only,phase6,P7-E,"apps/web/app/decisions/layout.tsx (isApprover/isAuthority/isExecutive offers only); apps/web/lib/observation.ts whoAmI; apps/api/src/decision/approvals (server-enforced approver≠authority); e2e/phase6-decisions.demo.spec.ts: DECISIONS: the committed package shows its state, SYNTHETIC consequences, the choice, dissent, approvals and the C3 commitment",Active role / task intent / authority status / consequence class strip; persona-to-role mapping (PER-01…24) and consequence classes beyond C3 commitment.,Role display in Observation shell is merged (Phase 1); Decisions role gating is branch-only; verification class required by the volume: Design review + journey test,v09.txt:page 16:L634,branch+main+test
UX-04-002,V9,"4 Personas, Roles, Authority, and Consequence Classes",16,"The experience SHALL persist, expose, version, and reconcile persona, role, permission, authority grant, delegation, recusal, consequence class, task, session; active tenant, domain, role, purpose, objective, geography, horizon, scenario, classification, effective time, object identity, freshness, provenance, and policy SHALL remain explicit wherever they change meaning or action.",V09-F001,ux,partial,unverified,branch-only,phase6,P7-E,"apps/web/app/decisions/layout.tsx (isApprover/isAuthority/isExecutive offers only); apps/web/lib/observation.ts whoAmI; apps/api/src/decision/approvals (server-enforced approver≠authority); e2e/phase6-decisions.demo.spec.ts: DECISIONS: the committed package shows its state, SYNTHETIC consequences, the choice, dissent, approvals and the C3 commitment","Context dimensions beyond tenant/domain/role are absent (objective, horizon, scenario, classification, effective time, policy); Expose active objective, horizon, scenario, classification, effective time, freshness and policy wherever they change meaning; version and reconcile this chapter's control…",Role display in Observation shell is merged (Phase 1); Decisions role gating is branch-only; verification class required by the volume: State + trace test,v09.txt:page 16:L645,branch+main+test
UX-04-003,V9,"4 Personas, Roles, Authority, and Consequence Classes",16,"The primary command SHALL allow eligible users to switch role or delegated mandate explicitly and preview resulting permissions, obligations, and unavailable actions; navigation, search, inspection, drafting, acknowledgment, review, approval, publication, and institutional effect SHALL remain visually and behaviorally distinct, attributable, recoverable, and replayable.",V09-F001,ux,missing,unverified,none,phase6,P7-E,"apps/web/app/decisions/layout.tsx (isApprover/isAuthority/isExecutive offers only); apps/web/lib/observation.ts whoAmI; apps/api/src/decision/approvals (server-enforced approver≠authority); e2e/phase6-decisions.demo.spec.ts: DECISIONS: the committed package shows its state, SYNTHETIC consequences, the choice, dissent, approvals and the C3 commitment","Explicit role or mandate switch with preview of permissions, obligations and unavailable actions.",Role display in Observation shell is merged (Phase 1); Decisions role gating is branch-only; verification class required by the volume: Interaction + command test,v09.txt:page 16:L655,branch+main+test
UX-04-004,V9,"4 Personas, Roles, Authority, and Consequence Classes",16,"The experience SHALL enforce this human-authority boundary: Workspace access, title, administrative privilege, or AI confidence never implies consequential authority. AI and automation may recommend, forecast, simulate, reason, explain, or execute explicitly pre-authorized reversible workflow steps, but SHALL NOT infer, preselect, obscure, or synthesize final human decision authority.",V09-F001,ux,partial,passed:harness,branch-only,phase6,P7-E,"apps/web/app/decisions/layout.tsx (isApprover/isAuthority/isExecutive offers only); apps/web/lib/observation.ts whoAmI; apps/api/src/decision/approvals (server-enforced approver≠authority); e2e/phase6-decisions.demo.spec.ts: DECISIONS: the committed package shows its state, SYNTHETIC consequences, the choice, dissent, approvals and the C3 commitment","Render eligibility, separation/delegation/recusal, exact digest, consequence preview, deliberate action, signature and denial for: Workspace access, title, administrative privilege, or AI confidence never implies consequential authority.",Role display in Observation shell is merged (Phase 1); Decisions role gating is branch-only; verification class required by the volume: Authority + consequence test,v09.txt:page 16:L666,branch+main+test
UX-04-005,V9,"4 Personas, Roles, Authority, and Consequence Classes",17,"When identity assurance, role eligibility, delegation, recusal, or consequence classification is missing or conflicting, the experience SHALL disable consequential actions, retain draft work, show the missing authority condition, and route accountable resolution; it SHALL NOT represent unavailable, stale, unapproved, unsupported, inaccessible, policy-filtered, synthetic, or incomplete state as cu…",V09-F001,ux,missing,unverified,none,phase6,P7-E,"apps/web/app/decisions/layout.tsx (isApprover/isAuthority/isExecutive offers only); apps/web/lib/observation.ts whoAmI; apps/api/src/decision/approvals (server-enforced approver≠authority); e2e/phase6-decisions.demo.spec.ts: DECISIONS: the committed package shows its state, SYNTHETIC consequences, the choice, dissent, approvals and the C3 commitment","Chapter-specific degraded journey: hold/deny with preserved work, affected scope, recovery route; fault traces, visible degraded state, disabled unsafe actions and reconciliation fixtures.",Role display in Observation shell is merged (Phase 1); Decisions role gating is branch-only; verification class required by the volume: Fault + degraded journey,v09.txt:page 17:L682,branch+main+test
UX-04-006,V9,"4 Personas, Roles, Authority, and Consequence Classes",17,"Acceptance SHALL demonstrate role-switch, delegation, recusal, least-privilege, and high-impact decision tests for the exact design-system version, component and pattern versions, capability, canonical journey, persona and role, tenant or domain, deployment profile, entitlement, theme, locale, device, assistive technology, configuration, data and model versions, consequence class, test period, an…",V09-F001,ux,missing,unverified,none,phase6,P7-E,"apps/web/app/decisions/layout.tsx (isApprover/isAuthority/isExecutive offers only); apps/web/lib/observation.ts whoAmI; apps/api/src/decision/approvals (server-enforced approver≠authority); e2e/phase6-decisions.demo.spec.ts: DECISIONS: the committed package shows its state, SYNTHETIC consequences, the choice, dissent, approvals and the C3 commitment","Independent conformance package for the exact design-system/component versions, persona, tenant, deployment profile, theme, locale, device, assistive technology and named accepting authorities; signed acceptance.",Role display in Observation shell is merged (Phase 1); Decisions role gating is branch-only; verification class required by the volume: Independent conformance review,v09.txt:page 17:L694,branch+main+test
UX-05-001,V9,5 Design System Architecture and Governance Model,18,"The Eye SHALL present Design System Architecture and Governance Model as a governed experience that enables authorized users to govern foundations, components, patterns, templates, content rules, tokens, code implementations, documentation, and evidence as one versioned system; system inventory, dependency graph, release channel, governance queue SHALL precede secondary controls or ornamental pre…",V09-F001,ux,partial,passed:ci,merged,phase0,P7-E,packages/tokens/src/registry.ts; packages/tokens/test/tokens.test.ts; .github/workflows/ci.yml: build-test (Unit + conformance + gate tests); apps/web/components/ui.tsx; apps/web/components/observation.tsx,"Component inventory with versions, dependency graph, release channel and governance queue; consolidate six near-duplicate per-workspace shells into one shared library.",verification class required by the volume: Design review + journey test,v09.txt:page 18:L754,main+test
UX-05-002,V9,5 Design System Architecture and Governance Model,18,"The experience SHALL persist, expose, version, and reconcile token, primitive, component, pattern, template, package, release, deprecation, contribution, exception; active tenant, domain, role, purpose, objective, geography, horizon, scenario, classification, effective time, object identity, freshness, provenance, and policy SHALL remain explicit wherever they change meaning or action.",V09-F001,ux,partial,unverified,merged,phase0,P7-E,packages/tokens/src/registry.ts; packages/tokens/test/tokens.test.ts; .github/workflows/ci.yml: build-test (Unit + conformance + gate tests); apps/web/components/ui.tsx; apps/web/components/observation.tsx,"Context dimensions beyond tenant/domain/role are absent (objective, horizon, scenario, classification, effective time, policy); Expose active objective, horizon, scenario, classification, effective time, freshness and policy wherever they change meaning; version and reconcile this chapter's control…",verification class required by the volume: State + trace test,v09.txt:page 18:L766,main+test
UX-05-003,V9,5 Design System Architecture and Governance Model,18,"The primary command SHALL allow eligible users to propose, review, validate, publish, deprecate, migrate, or retire design assets through recorded ownership and compatibility gates; navigation, search, inspection, drafting, acknowledgment, review, approval, publication, and institutional effect SHALL remain visually and behaviorally distinct, attributable, recoverable, and replayable.",V09-F001,ux,missing,unverified,none,phase0,P7-E,packages/tokens/src/registry.ts; packages/tokens/test/tokens.test.ts; .github/workflows/ci.yml: build-test (Unit + conformance + gate tests); apps/web/components/ui.tsx; apps/web/components/observation.tsx,Propose/review/validate/publish/deprecate/migrate/retire design assets through ownership and compatibility gates.,verification class required by the volume: Interaction + command test,v09.txt:page 18:L776,main+test
UX-05-004,V9,5 Design System Architecture and Governance Model,18,"The experience SHALL enforce this human-authority boundary: The Design System Authority controls design-system admission; local product teams own conformance within their scope but cannot fork canonical semantics. AI and automation may recommend, forecast, simulate, reason, explain, or execute explicitly pre-authorized reversible workflow steps, but SHALL NOT infer, preselect, obscure, or synthes…",V09-F001,ux,missing,unverified,none,phase0,P7-E,packages/tokens/src/registry.ts; packages/tokens/test/tokens.test.ts; .github/workflows/ci.yml: build-test (Unit + conformance + gate tests); apps/web/components/ui.tsx; apps/web/components/observation.tsx,"Render eligibility, separation/delegation/recusal, exact digest, consequence preview, deliberate action, signature and denial for: The Design System Authority controls design-system admission; local product teams own conformance within their scope but cannot fork canonical semantics.",verification class required by the volume: Authority + consequence test,v09.txt:page 18:L787,main+test
UX-05-005,V9,5 Design System Architecture and Governance Model,19,"When a local component or theme duplicates identity, forks semantics, bypasses validation, or depends on an unsupported version, the experience SHALL quarantine the contribution, preserve consumers on the prior supported asset, expose impact, and route migration or rejection; it SHALL NOT represent unavailable, stale, unapproved, unsupported, inaccessible, policy-filtered, synthetic, or incomplet…",V09-F001,ux,missing,unverified,none,phase0,P7-E,packages/tokens/src/registry.ts; packages/tokens/test/tokens.test.ts; .github/workflows/ci.yml: build-test (Unit + conformance + gate tests); apps/web/components/ui.tsx; apps/web/components/observation.tsx,"Chapter-specific degraded journey: hold/deny with preserved work, affected scope, recovery route; fault traces, visible degraded state, disabled unsafe actions and reconciliation fixtures.",verification class required by the volume: Fault + degraded journey,v09.txt:page 19:L804,main+test
UX-05-006,V9,5 Design System Architecture and Governance Model,19,"Acceptance SHALL demonstrate dependency closure, compatibility, deprecation, migration, contribution, and rollback evidence for the exact design-system version, component and pattern versions, capability, canonical journey, persona and role, tenant or domain, deployment profile, entitlement, theme, locale, device, assistive technology, configuration, data and model versions, consequence class, te…",V09-F001,ux,missing,unverified,none,phase0,P7-E,packages/tokens/src/registry.ts; packages/tokens/test/tokens.test.ts; .github/workflows/ci.yml: build-test (Unit + conformance + gate tests); apps/web/components/ui.tsx; apps/web/components/observation.tsx,"Independent conformance package for the exact design-system/component versions, persona, tenant, deployment profile, theme, locale, device, assistive technology and named accepting authorities; signed acceptance.",verification class required by the volume: Independent conformance review,v09.txt:page 19:L817,main+test
UX-06-001,V9,"6 Canonical Context, Truth, and Product State",20,"The Eye SHALL present Canonical Context, Truth, and Product State as a governed experience that enables authorized users to make operating context, object state, truth state, policy state, freshness, authority, and lifecycle visible wherever they can alter meaning or action; context bar, object identity, state strip, policy and freshness SHALL precede secondary controls or ornamental presentation.",V09-F001,ux,partial,passed:browser,branch-only,phase1,P7-E,"apps/web/app/observation/layout.tsx; apps/web/app/decisions/layout.tsx; apps/web/app/admin/layout.tsx (+intelligence/graph/prediction/twins layouts) (tenant/domain/role from whoAmI); apps/web/components/ui.tsx TruthBadge, DegradedBanner; e2e/phase1-observation.spec.ts: 11. keyboard operation, landmarks and labels; e2e/phase1-observation.spec.ts: 13. a denied view discloses nothing about another domain","Context bar carrying objective, horizon, scenario, classification, effective time, freshness and policy; state strip; today only tenant/domain/role are shown and cannot change.",verification class required by the volume: Design review + journey test | release_status merged → branch-only from the evidence at 2e83945,v09.txt:page 20:L878,branch+main+test
UX-06-002,V9,"6 Canonical Context, Truth, and Product State",20,"The experience SHALL persist, expose, version, and reconcile tenant, domain, role, purpose, objective, geography, horizon, scenario, classification, object, version, truth state, lifecycle state; active tenant, domain, role, purpose, objective, geography, horizon, scenario, classification, effective time, object identity, freshness, provenance, and policy SHALL remain explicit wherever they chang…",V09-F001,ux,partial,passed:browser,branch-only,phase1,P7-E,"apps/web/app/observation/layout.tsx; apps/web/app/decisions/layout.tsx; apps/web/app/admin/layout.tsx (+intelligence/graph/prediction/twins layouts) (tenant/domain/role from whoAmI); apps/web/components/ui.tsx TruthBadge, DegradedBanner; e2e/phase1-observation.spec.ts: 11. keyboard operation, landmarks and labels; e2e/phase1-observation.spec.ts: 13. a denied view discloses nothing about another domain","Context dimensions beyond tenant/domain/role are absent (objective, horizon, scenario, classification, effective time, policy); Expose active objective, horizon, scenario, classification, effective time, freshness and policy wherever they change meaning; version and reconcile this chapter's control…",verification class required by the volume: State + trace test | release_status merged → branch-only from the evidence at 2e83945,v09.txt:page 20:L889,branch+main+test
