id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope
AI-03-001,V5,3 Human Decision Sovereignty,14,"Every consequential AI-assisted decision SHALL terminate at a durable human gate that presents the exact proposed act, alternatives, evidence, uncertainty, dissent, policy, expected effects, reversibility, and missing information.",V05-F001,decision,partial,passed:harness,branch-only,phase6,P6,test/int/phase6-approvals.test.ts; test/int/phase6-decisions.test.ts; apps/api/src/decision/approvals/approval.service.ts; migrations/0042_decision_approvals_and_commitment.sql,"Complete gate content (alternatives, expected effects, reversibility, missing information) and emergency-operation semantics.",Ch.3 human sovereignty: Phase 6 decision gate.,v05.txt:page 14:L466,branch+test
AI-03-002,V5,3 Human Decision Sovereignty,14,"Model confidence, agent consensus, elapsed time, workflow timeout, system administration, service identity, or prior approval SHALL NOT be interpreted as current human consent.",V05-F001,decision,implemented,passed:harness,branch-only,phase6,done,test/int/phase6-approvals.test.ts (PEP refuses a non-human holding decision_approver/decision_authority; expiry ends an approval; the same human twice is one),,,v05.txt:page 14:L475,branch+test
AI-03-003,V5,3 Human Decision Sovereignty,14,"AI MAY propose an action or decision but SHALL NOT broaden its scope, alter the approved effect, select the approving human, or execute an approval-required effect after the gate context changes.",V05-F001,decision,partial,passed:harness,branch-only,phase6,P6,test/int/phase6-decisions.test.ts (a new version never carries the choice; proposing it supersedes the earlier proposal); test/int/phase6-agents.test.ts (decision agent holds one draft write),Explicit invalidation of a pending gate when package context changes.,,v05.txt:page 14:L483,branch+test
AI-03-004,V5,3 Human Decision Sovereignty,14,"The human decision record SHALL bind the approver, authority, information boundary, exact choice, rationale, reservations, overrides, obligations, time, and downstream commitment state.",V05-F001,decision,partial,passed:harness,branch-only,phase6,P6,test/int/phase6-approvals.test.ts (approval signs the digest read; quorum of distinct humans; revocation append-only); migrations/0042_decision_approvals_and_commitment.sql,"Rationale, reservations, overrides and obligations on the human decision record.",,v05.txt:page 14:L492,branch+test
AI-03-005,V5,3 Human Decision Sovereignty,14,"Emergency operation SHALL preserve named human command, bounded authority, independent audit, later reconciliation, and explicit prohibition against silent conversion into normal autonomous behavior.",V05-F001,decision,missing,unverified,none,phase7,P7-D,,"Emergency operation mode with named command, bounded authority and later reconciliation.",,v05.txt:page 14:L500,
AI-04-001,V5,4 Explainability by Construction,16,"Every recommendation, forecast, scenario, simulation interpretation, warning, score, and decision package SHALL carry an explanation product derived from preserved execution and provenance state.",V05-F001,intelligence,partial,passed:harness,branch-only,phase4,P6,"test/int/phase4-acceptance.test.ts: D1 (a forecast names distribution, horizon, drivers, assumptions and evidence); test/int/phase6-briefings.test.ts (what changed / why it matters); test/int/phase6-decisions.test.ts: F1","Explanation product per App. L for every recommendation, scenario, warning and package.",release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 16:L555,branch+test
AI-04-002,V5,4 Explainability by Construction,16,"Explanations SHALL distinguish source evidence, deterministic transformation, model inference, agent judgment, human assessment, assumptions, synthetic state, and later correction.",V05-F001,intelligence,partial,passed:harness,branch-only,phase5,P6,test/int/phase5-twins.test.ts: E2 (extracted vs observed; synthetic folds upward); packages/contracts truth states,Explicit separation of model inference vs agent judgment vs human assessment inside explanations.,release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 16:L564,branch+main+test
AI-04-003,V5,4 Explainability by Construction,16,"An explanation SHALL expose material counter-evidence, competing hypotheses, model or agent disagreement, sensitivity, failure conditions, abstention, and unknowns.",V05-F001,intelligence,partial,passed:harness,branch-only,phase6,P6,migrations/0041_decision_packages.sql: decision.dissent; test/int/phase6-decisions.test.ts: F3; forecasting validation note ('no accuracy is claimed'),"Counter-evidence, competing hypotheses and sensitivity on explanations.",,v05.txt:page 16:L572,branch+test
AI-04-004,V5,4 Explainability by Construction,16,"Natural-language rendering MAY summarize an explanation but SHALL NOT introduce unsupported reasons, remove material limitations, or imply access to hidden model cognition.",V05-F001,intelligence,partial,passed:harness,branch-only,phase6,P6,"test/int/phase6-briefings.test.ts (the narrative is optional, labelled, cites only included items and sits outside the content digest)",Faithfulness check of narrative against items; no NL rendering exists for other products.,,v05.txt:page 16:L581,branch+test
AI-04-005,V5,4 Explainability by Construction,16,Explanation completeness and faithfulness SHALL be evaluated for each task and consequence class and SHALL constrain decision-active use when below threshold.,V05-F001,intelligence,missing,unverified,none,omission,P7-B,,Explanation completeness/faithfulness evaluation per task and consequence class.,,v05.txt:page 16:L590,
AI-05-001,V5,"5 Model, Method, and Agent Pluralism",18,"AI architecture SHALL separate task contracts and canonical products from provider-specific model, agent, retrieval, embedding, and tool interfaces.",V05-F001,intelligence,partial,unverified,merged,phase2,P2,apps/api/src/intelligence/gateway/model-gateway.service.ts; apps/api/src/intelligence/intelligence.capabilities.ts: MethodPin,"Model Gateway exists in two local modes only (replay, local-live via Ollama/llama.cpp loopback); no hosted provider, adapter registry, routing or context manifest.",Ch.5 pluralism.,v05.txt:page 18:L645,main
AI-05-002,V5,"5 Model, Method, and Agent Pluralism",18,"Resolution SHALL select only artifacts with current task-specific fitness, data rights, sovereignty, safety, compatibility, and operational approval for the requested scope.",V05-F001,intelligence,partial,passed:harness,branch-only,phase2,P2,"apps/api/src/intelligence/methods/methods.service.ts (approve by a different person, then activate; lock_active_method); test/int/phase4-acceptance.test.ts: D3 (learned model used only when the backtest earned it)","Data-rights, sovereignty, safety and compatibility inputs to resolution.",release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 18:L654,branch+main+test
AI-05-003,V5,"5 Model, Method, and Agent Pluralism",18,"Ensembles and agent groups SHALL preserve individual outputs, confidence, dissent, failure, and aggregation lineage rather than exposing consensus alone.",V05-F001,intelligence,missing,unverified,none,omission,P2,,"Ensemble/agent-group composition preserving component outputs, dissent and aggregation lineage.",,v05.txt:page 18:L662,
AI-05-004,V5,"5 Model, Method, and Agent Pluralism",18,"Fallback SHALL satisfy the same policy and declared minimum product quality or return explicit abstention, degradation, or unavailability; silent semantic downgrade is prohibited.",V05-F001,intelligence,implemented,passed:harness,branch-only,phase2,done,test/int/phase2-acceptance.test.ts: B5 (replay never falls through to a live call); test/int/phase4-acceptance.test.ts: D3 (the seasonal baseline is the forecaster and says so),,release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 18:L671,branch+main+test
AI-05-005,V5,"5 Model, Method, and Agent Pluralism",18,"Provider or artifact replacement SHALL pass canonical conformance, historical replay, safety, performance, cost, correction, and deployment-parity tests before promotion.",V05-F001,intelligence,missing,unverified,none,phase7,P7-B,,"Replacement rehearsal suite (conformance, replay, safety, cost, parity) before promotion.",,v05.txt:page 18:L680,
AI-06-001,V5,6 AI Traceability and Documentation Inheritance,20,"Every normative AI requirement SHALL have a stable identity, owning authority, verification method, required evidence, implementation mapping, and lifecycle status.",V05-F001,governance-docs,missing,unverified,none,omission,R0,,Requirement register with implementation mapping and lifecycle status per AI requirement (this CSV is the first pass).,,v05.txt:page 20:L735,
AI-06-002,V5,6 AI Traceability and Documentation Inheritance,20,"Every production AI execution SHALL preserve references to task, product schema, model, agent, prompt, context, retrieval, tool, policy, evaluation, configuration, release, and deployment versions.",V05-F001,governance-docs,partial,passed:harness,merged,phase2,P2,"migrations/0023_intelligence_extraction_and_claims.sql: intelligence.gateway_calls (mode, model, weights, runtime, prompt version, decoding, outcome); test/int/phase2-acceptance.test.ts: B4","Policy, evaluation, configuration, release and deployment version references on executions.",,v05.txt:page 20:L743,main+test
AI-06-003,V5,6 AI Traceability and Documentation Inheritance,20,"Traceability SHALL support backward explanation and forward impact analysis across synchronous, event, workflow, agent, model, tool, and human boundaries.",V05-F001,governance-docs,partial,passed:harness,branch-only,phase3,P3,test/int/phase3-acceptance.test.ts: C6 (the walk reports what a changed claim reaches); test/int/phase4-acceptance.test.ts: D7; test/int/phase6-monitoring.test.ts (invalidated input reaches the package),"Trace across agent, tool and human boundaries beyond the canonical object graph.",release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 20:L753,branch+main+test
AI-06-004,V5,6 AI Traceability and Documentation Inheritance,20,"A change to any decision-relevant AI dependency SHALL identify and classify affected products as current, stale, challenged, withdrawn, recomputation-required, or human-review-required.",V05-F001,governance-docs,partial,passed:harness,branch-only,phase3,P3,test/int/phase3-acceptance.test.ts: C6 (dependent assumptions marked UNVERIFIED); test/int/phase4-acceptance.test.ts: D7 (forecast marked for attention),State classes current/stale/challenged/withdrawn/recompute/human-review on affected products.,release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 20:L761,branch+main+test
AI-06-005,V5,6 AI Traceability and Documentation Inheritance,20,"Documentation, manifests, registries, schemas, and test evidence SHALL be released as controlled artifacts and SHALL remain historically resolvable after supersession.",V05-F001,governance-docs,partial,passed:ci,branch-only,phase0,P7-B,apps/api/migrations; packages/contracts; test/gate/c17-evidence-package.test.ts,Controlled release of AI manifests/registries/evaluation evidence.,release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 20:L769,branch+main+test
AI-07-001,V5,7 AI System Context,23,"AI services SHALL accept work only through authenticated, authorized, versioned task contracts carrying purpose, tenant, domain, consequence, deadline, data, side-effect, and human- gate context.",V05-F002,intelligence,partial,passed:harness,merged,phase0,P2,packages/contracts (Envelope); apps/api/src/policy/pdp.service.ts; test/int/adversarial.test.ts,Deadline and human-gate context on the task contract; health states per plane.,Ch.7 system context.,v05.txt:page 23:L830,main+test
AI-07-002,V5,7 AI System Context,23,AI services SHALL consume canonical objects by immutable reference or policy-filtered projection and SHALL NOT write directly into another component's authoritative store.,V05-F002,intelligence,implemented,passed:harness,merged,phase0,done,test/int/adversarial.test.ts (cannot write any authoritative table directly); test/int/gate21-adversarial.test.ts: G21-2,,,v05.txt:page 23:L840,main+test
AI-07-003,V5,7 AI System Context,23,AI results SHALL be proposals or typed products whose owning canonical component validates and commits decision-active state.,V05-F002,intelligence,implemented,passed:harness,branch-only,phase3,done,test/int/phase3-acceptance.test.ts: C2 (resolver proposes; a person decides); test/int/phase6-agents.test.ts (decision agent drafts only),,release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 23:L849,branch+main+test
AI-07-004,V5,7 AI System Context,23,"External model, tool, search, and data providers SHALL remain outside the trusted customer domain until gateway, policy, provenance, minimization, integrity, and sovereignty controls complete.",V05-F002,intelligence,partial,passed:harness,merged,phase1,P2,apps/api/src/intelligence/gateway/model-gateway.service.ts (loopback-only host refused otherwise); test/int/phase1-hostile-input.test.ts: A10 SSRF; apps/api/src/observation/quarantine/quarantine.service.ts,Gateway/policy/provenance/minimisation controls for any hosted provider (none exists).,,v05.txt:page 23:L857,main+test
AI-07-005,V5,7 AI System Context,23,"AI system health SHALL distinguish model, agent, context, tool, evaluation, control, product quality, and decision-use state rather than exposing a single availability indicator.",V05-F002,intelligence,partial,passed:harness,merged,phase0,P7-D,"apps/api/src/health/health.controller.ts (db, audit, degradedSince); test/int/gate22-degraded-recovery.test.ts","Distinct health for model, agent, context, tool, evaluation, product-quality and decision-use states.",,v05.txt:page 23:L867,main+test
AI-08-001,V5,8 AI Plane Decomposition,25,"Each AI plane SHALL have one accountable platform owner, explicit state classes, versioned interfaces, deployment boundary, SLOs, failure domains, and conformance suites.",V05-F002,infrastructure,missing,unverified,none,phase7,P7-D,,"Accountable owner, SLOs, failure domains and conformance suites per plane.",,v05.txt:page 25:L918,
AI-08-002,V5,8 AI Plane Decomposition,25,"Plane boundaries SHALL use canonical envelopes and SHALL prohibit shared-write databases, ambient context, implicit tenant state, and provider-specific semantics outside adapters.",V05-F002,infrastructure,partial,passed:harness,merged,phase0,P2,test/int/gate21-adversarial.test.ts (one role per port; no direct writes); migrations/0009_privilege_separation_and_bound_context.sql,Adapter boundary for provider semantics (only one inline runtime).,,v05.txt:page 25:L927,main+test
AI-08-003,V5,8 AI Plane Decomposition,25,Task execution SHALL compose planes through a durable execution manifest that identifies every resolved dependency and control decision.,V05-F002,infrastructure,partial,unverified,branch-only,phase2,P2,"migrations/0023_intelligence_extraction_and_claims.sql: runs_current, extraction_attempts, gateway_calls; migrations/0046_executive_agents_and_runs.sql",Single execution manifest naming every resolved dependency and control decision.,release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v05.txt:page 25:L936,branch+main
AI-08-004,V5,8 AI Plane Decomposition,25,"Control and assurance planes SHALL remain independently enforceable and observable from model, agent, context, and tool implementations.",V05-F002,infrastructure,implemented,passed:harness,merged,phase0,done,apps/api/src/policy/pdp.service.ts; test/int/gate21-adversarial.test.ts; test/int/adversarial.test.ts,,"Policy, capability and audit enforcement live in the PDP/PEP and SECURITY DEFINER ports, outside any model or agent.",v05.txt:page 25:L944,main+test
AI-08-005,V5,8 AI Plane Decomposition,25,"Plane consolidation into a deployable unit MAY occur only when state authority, telemetry, policy, resource, failure, and audit boundaries remain independently testable.",V05-F002,infrastructure,partial,unverified,merged,phase0,P7-D,apps/api/src/app.module.ts (modular monolith); migrations/0009 role separation,Independent testability of telemetry/resource/failure boundaries per plane.,,v05.txt:page 25:L953,main
AI-09-001,V5,9 AI Product and Value Flow,27,"AI task admission SHALL bind the exact requested product schema, consequence class, quality threshold, explanation profile, human review, and permitted side effects before execution.",V05-F002,intelligence,partial,passed:harness,merged,phase2,P2,test/int/phase2-acceptance.test.ts: B1/B3/B5; apps/api/src/intelligence/extraction/extraction.service.ts,Contradiction/duplication checks at admission; learning hooks on use/override/outcome events.,Ch.9 product and value flow.,v05.txt:page 27:L1008,main+test
AI-09-002,V5,9 AI Product and Value Flow,27,Intermediate model and agent outputs SHALL remain execution evidence and SHALL NOT become shared memory or graph truth without owning-component admission.,V05-F002,intelligence,implemented,passed:harness,merged,phase2,done,test/int/phase2-acceptance.test.ts: B5 (recorded responses are not claims); test/int/phase3-acceptance.test.ts: C2 (ranking is evidence on a proposal),,,v05.txt:page 27:L1017,main+test
AI-09-003,V5,9 AI Product and Value Flow,27,"Candidate products SHALL distinguish observed, claimed, inferred, assessed, synthetic, simulated, recommended, decided, withdrawn, and superseded state as applicable.",V05-F002,intelligence,partial,passed:harness,branch-only,phase5,P2,test/int/phase5-twins.test.ts: E2; migrations/0041_decision_packages.sql (SIMULATED options),Recommended/decided/withdrawn/superseded states across all candidate products.,release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 27:L1026,branch+test
AI-09-004,V5,9 AI Product and Value Flow,27,"Product admission SHALL evaluate schema, evidence, temporal scope, provenance, uncertainty, policy, quality, duplication, contradiction, correction, and accountable ownership.",V05-F002,intelligence,partial,passed:harness,merged,phase2,P2,test/int/phase2-acceptance.test.ts: B1/B3/B5; apps/api/src/intelligence/extraction/extraction.service.ts,Contradiction/duplication checks at admission; learning hooks on use/override/outcome events.,Ch.9 product and value flow.,v05.txt:page 27:L1035,main+test
AI-09-005,V5,9 AI Product and Value Flow,27,"Use, challenge, override, correction, decision, commitment, and outcome events SHALL link back to the admitted product and initiate evaluation or governed learning where applicable.",V05-F002,intelligence,partial,unverified,branch-only,phase6,P7-B,apps/api/src/intelligence/review/review.service.ts; test/int/phase6-monitoring.test.ts (outcomes reconciled against the choice),Events initiating evaluation or governed learning.,,v05.txt:page 27:L1044,branch+main+test
AI-10-001,V5,10 Model Control Plane,29,"Every model artifact SHALL have stable identity, content digest, version, provenance, composition, owner, licenses, data terms, architecture, task profiles, deployment support, evaluations, and lifecycle state.",V05-F002,intelligence,partial,unverified,merged,phase2,P2,apps/api/src/intelligence/methods/methods.service.ts; migrations/0023_intelligence_extraction_and_claims.sql: intelligence.methods_current,"Model registry with provenance, licences, data terms, evaluations, task approvals per consequence, expiry, withdrawal impact.",Ch.10 model control plane; the method registry pins model_id + weights digest + runtime + prompt + decoding only.,v05.txt:page 29:L1097,main
AI-10-002,V5,10 Model Control Plane,29,"The control plane SHALL resolve models only from signed current registry state and SHALL record the policy inputs, candidate set, selected artifact, fallback chain, and decision reason.",V05-F002,intelligence,partial,unverified,merged,phase2,P2,apps/api/src/intelligence/methods/methods.service.ts; migrations/0023_intelligence_extraction_and_claims.sql: intelligence.methods_current,"Model registry with provenance, licences, data terms, evaluations, task approvals per consequence, expiry, withdrawal impact.",Ch.10 model control plane; the method registry pins model_id + weights digest + runtime + prompt + decoding only.,v05.txt:page 29:L1107,main
AI-10-003,V5,10 Model Control Plane,29,Task approval SHALL be consequence- and population-specific and SHALL expire or be revoked independently of the model's general registry presence.,V05-F002,intelligence,partial,unverified,merged,phase2,P2,apps/api/src/intelligence/methods/methods.service.ts; migrations/0023_intelligence_extraction_and_claims.sql: intelligence.methods_current,"Model registry with provenance, licences, data terms, evaluations, task approvals per consequence, expiry, withdrawal impact.",Ch.10 model control plane; the method registry pins model_id + weights digest + runtime + prompt + decoding only.,v05.txt:page 29:L1116,main
AI-10-004,V5,10 Model Control Plane,29,"Model withdrawal SHALL stop new resolution, identify active executions and decision-active products, and initiate recomputation, review, or disclosure according to consequence.",V05-F002,intelligence,partial,unverified,merged,phase2,P2,apps/api/src/intelligence/methods/methods.service.ts; migrations/0023_intelligence_extraction_and_claims.sql: intelligence.methods_current,"Model registry with provenance, licences, data terms, evaluations, task approvals per consequence, expiry, withdrawal impact.",Ch.10 model control plane; the method registry pins model_id + weights digest + runtime + prompt + decoding only.,v05.txt:page 29:L1124,main
AI-10-005,V5,10 Model Control Plane,29,"Historical registry state SHALL remain resolvable for audit, incident analysis, correction impact, reproducibility, and Decision Replay.",V05-F002,intelligence,implemented,passed:harness,merged,phase2,done,migrations/0023_intelligence_extraction_and_claims.sql: method_events (append-only) and methods_current projection; test/int/phase2-acceptance.test.ts: B6 (every projection rebuilds from its log),,,v05.txt:page 29:L1132,main+test
AI-11-001,V5,11 Agent Control Plane,31,Every agent SHALL execute under a signed registered package and a run-specific capability grant that is narrower than or equal to its approved role profile.,V05-F002,agents,partial,passed:harness,branch-only,phase6,P7-A,migrations/0044_executive_rooms_and_briefings.sql: executive.agents; migrations/0046_executive_agents_and_runs.sql; test/int/phase6-agents.test.ts,"Signed packages, declared tools/data classes/network destinations, capability grants narrower than role, suspension semantics for in-flight runs.",Ch.11 agent control plane.,v05.txt:page 31:L1188,branch+test
AI-11-002,V5,11 Agent Control Plane,31,"Agent packages SHALL declare instructions, models, tools, context sources, data classes, network destinations, side-effect classes, budgets, dependencies, evaluations, owners, and failure behavior.",V05-F002,agents,partial,passed:harness,branch-only,phase6,P7-A,migrations/0044_executive_rooms_and_briefings.sql: executive.agents; migrations/0046_executive_agents_and_runs.sql; test/int/phase6-agents.test.ts,"Signed packages, declared tools/data classes/network destinations, capability grants narrower than role, suspension semantics for in-flight runs.",Ch.11 agent control plane.,v05.txt:page 31:L1197,branch+test
AI-11-003,V5,11 Agent Control Plane,31,"No agent SHALL create, approve, extend, or conceal its own capability grant, task purpose, human authority, evaluation status, or lifecycle state.",V05-F002,agents,implemented,passed:harness,branch-only,phase0,done,test/int/gate21-adversarial.test.ts: G21-8; test/int/adversarial.test.ts §5; test/int/phase6-agents.test.ts (attempt to propose refused at the PDP and recorded),,release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 31:L1207,branch+main+test
AI-11-004,V5,11 Agent Control Plane,31,"The control plane SHALL support immediate suspension and revocation and SHALL define treatment of active executions, credentials, checkpoints, products, and derived decisions.",V05-F002,agents,partial,passed:harness,branch-only,phase6,P7-A,apps/api/src/policy/pdp.service.ts: agent.revoke; test/int/phase6-scheduled-collection.test.ts (a REFUSED run: the agent is revoked; not retried),"Treatment of in-flight runs, credentials, checkpoints and derived products on revocation.",,v05.txt:page 31:L1216,branch+main+test
AI-11-005,V5,11 Agent Control Plane,31,"Agent registry and execution history SHALL remain historically resolvable for explanation, incident analysis, impact assessment, audit, and Decision Replay.",V05-F002,agents,implemented,passed:harness,branch-only,phase6,done,"migrations/0046_executive_agents_and_runs.sql: executive.agent_runs (append-only, immutable once closed); test/int/phase6-agents.test.ts",,,v05.txt:page 31:L1225,branch+test
AI-12-001,V5,12 Context Control Plane,33,Every model and agent invocation SHALL bind an immutable context manifest sufficient to reconstruct the exact information boundary.,V05-F002,intelligence,partial,passed:harness,merged,phase2,P3,apps/api/src/intelligence/gateway/model-gateway.service.ts: requestDigestOf (prompt + model + decoding + input digested); test/int/phase2-acceptance.test.ts: B5,"Full context manifest (retrieval, omissions, policy version, trust labels) per App. G.",,v05.txt:page 33:L1280,main+test
AI-12-002,V5,12 Context Control Plane,33,"Context assembly SHALL enforce tenant, purpose, classification, rights, residency, retention, truth state, temporal, and model or agent use policy before content enters the invocation.",V05-F002,intelligence,partial,passed:harness,merged,phase2,P3,"test/int/phase2-acceptance.test.ts: B1 (reading the evidence and writing the claim are TWO decisions, both recorded)",Classification/rights/residency/retention/truth-state filters before content enters the invocation.,,v05.txt:page 33:L1289,main+test
AI-12-003,V5,12 Context Control Plane,33,"Ranking and compression SHALL preserve material contradictions, dissent, uncertainty, source diversity, recency, strategic relevance, and known coverage gaps.",V05-F002,intelligence,missing,unverified,none,omission,P3,,"Context control plane: immutable context manifest (App. G), policy-filtered assembly, contradiction preservation, typed trust labels, policy-aware caches/embeddings.",Ch.12; Phase 3 promised permission-aware semantic retrieval which was not built.,v05.txt:page 33:L1298,
AI-12-004,V5,12 Context Control Plane,33,"Context SHALL distinguish canonical objects from untrusted observations, retrieved text, synthetic examples, tool output, prior model output, and user-provided instructions.",V05-F002,intelligence,partial,unverified,merged,phase2,P3,apps/api/src/intelligence/gateway/model-gateway.service.ts (instruction then EVIDENCE section),Typed labels for canonical objects vs untrusted text vs tool output vs user instructions.,,v05.txt:page 33:L1307,main
AI-12-005,V5,12 Context Control Plane,33,"Context caches and embeddings SHALL remain policy-aware, tenant-isolated, revocation-aware, versioned, and reconstructable from declared source state.",V05-F002,intelligence,partial,passed:harness,merged,phase2,P3,migrations/0023_intelligence_extraction_and_claims.sql: recorded_responses under RLS; test/int/phase2-acceptance.test.ts: B5,"Revocation-aware, versioned, reconstructable caches; no embeddings exist.",,v05.txt:page 33:L1316,main+test
AI-13-001,V5,"13 Knowledge, Memory, and Twin Grounding Fabric",35,AI tasks requiring shared identity or relationships SHALL resolve them through governed Knowledge Graph contracts rather than private entity or relationship stores.,V05-F002,memory-graph,implemented,passed:harness,merged,phase3,done,test/int/phase3-acceptance.test.ts: C1/C2; migrations/0024_graph_entities_edges_and_strategy.sql,,,v05.txt:page 35:L1371,main+test
AI-13-002,V5,"13 Knowledge, Memory, and Twin Grounding Fabric",35,"AI retrieval from Enterprise Memory SHALL preserve object version, truth state, temporal boundary, retention, correction, policy, and source lineage.",V05-F002,memory-graph,partial,passed:harness,branch-only,phase5,P3,test/int/phase5-twins.test.ts: E1 (two cut-offs); test/int/phase3-acceptance.test.ts: C3 (known-at query),Retention and correction state on retrieval results.,release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 35:L1380,branch+main+test
