id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope
ES-04-001,V4,4 Product Boundary and Engineering Decomposition,16,Each logical component SHALL have exactly one accountable owning team even when several deployable units realize it.,V04-F001,governance-docs,partial,passed:ci,merged,phase0,P7-D,".dependency-cruiser.cjs; .github/workflows/ci.yml: build-test ""Module boundaries (dependency-cruiser, blocking)""; conformance.manifest.json (Phase 0 units only; maps paths→component_ids→controls); DECISIONS.md ADR-P0-02 (modular monolith, contract-only module boundaries)",Ownership records per logical component (92 L-C ids) with accountable team; the manifest maps Phase 0 units only.,dependency-cruiser blocks cross-module imports in CI. Spec verification class: Automated conformance test.,v04.txt:page 16:L493,main+test
ES-04-002,V4,4 Product Boundary and Engineering Decomposition,16,"A deployable unit MAY implement multiple components only when state ownership, contracts, policy decisions, telemetry, and failure isolation remain distinguishable.",V04-F001,governance-docs,partial,passed:ci,merged,phase0,P7-D,".dependency-cruiser.cjs; .github/workflows/ci.yml: build-test ""Module boundaries (dependency-cruiser, blocking)""; conformance.manifest.json (Phase 0 units only; maps paths→component_ids→controls); DECISIONS.md ADR-P0-02 (modular monolith, contract-only module boundaries)",Ownership records per logical component (92 L-C ids) with accountable team; the manifest maps Phase 0 units only.,dependency-cruiser blocks cross-module imports in CI. Spec verification class: Fault / recovery test.,v04.txt:page 16:L501,main+test
ES-04-003,V4,4 Product Boundary and Engineering Decomposition,16,Direct database coupling across component ownership boundaries SHALL be prohibited; integration SHALL use a declared contract or governed projection.,V04-F001,governance-docs,implemented,passed:harness,merged,phase0,done,".dependency-cruiser.cjs; .github/workflows/ci.yml: build-test ""Module boundaries (dependency-cruiser, blocking)""; migrations/0009,0011,0019 (SECURITY DEFINER ports; application role has no direct DML); test/int/gate22-authority-matrix.test.ts:213",,Modules share one Postgres but write only through owned ports. Spec verification class: Test + accountable review.,v04.txt:page 16:L509,main+test
ES-04-004,V4,4 Product Boundary and Engineering Decomposition,16,"User interfaces, chat, dashboards, reports, and APIs SHALL remain access modes over the operating system and SHALL NOT become independent product truth stores.",V04-F001,governance-docs,implemented,passed:browser,branch-only,phase0,done,apps/web/lib/api.ts (web reads only through the API); e2e/phase0.spec.ts; e2e/phase6-decisions.demo.spec.ts,,Web has no store of its own. Spec verification class: Negative conformance test. | release_status merged → branch-only from the evidence at 2e83945,v04.txt:page 16:L518,branch+main+test
ES-04-005,V4,4 Product Boundary and Engineering Decomposition,16,Shared libraries SHALL contain non-authoritative reusable mechanics; they SHALL NOT conceal cross-layer business state or decision authority.,V04-F001,governance-docs,implemented,passed:ci,merged,phase0,done,packages/contracts (envelope/header/errors/JCS only; no business state); packages/contracts/test/*.test.ts; DECISIONS.md ADR-P0-13,,dependency-cruiser blocks cross-module imports in CI. Spec verification class: Test + accountable review.,v04.txt:page 16:L527,main+test
ES-05-001,V4,5 Engineering Principles,18,"Every material output SHALL expose its evidence boundary, truth state, time scope, uncertainty, policy state, producing versions, and accountable owner.",V04-F001,governance-docs,partial,unverified,merged,phase0,P3,"packages/contracts/src/header.ts:21-175; apps/api/migrations/0006_objects.sql:7,67-77; apps/api/src/objects/objects.service.ts:260-278; apps/web/components (provenance/uncertainty rendering)","Uncertainty, quality and policy state are hard-nulled by the generic header writer (objects.service.ts:260-278); expose them on every material output.",Spec verification class: Security test. | UNRESOLVED pointer(s) at 2e83945: apps/api/src/executive/briefing.service.ts (evidence links),v04.txt:page 18:L575,main
ES-05-002,V4,5 Engineering Principles,18,No automated path SHALL translate a recommendation into a final consequential decision without an authenticated human approval contract.,V04-F001,governance-docs,implemented,passed:harness,branch-only,phase6,done,"migrations/0042_decision_approvals_and_commitment.sql:24,51,100,118,164,186,190,225; 0043:33,103,129; 0049:239,257; apps/api/src/decision/clearance.ts:33-56; test/int/phase6-approvals.test.ts:45,59,91,105,141,154,208; test/unit/pdp-phase6-authority.test.ts; migrations/0043:33 (commit_package C3, human authority role)",,"Branch-only (Phase 6). Cross-ref ADR-0007, ES-42-*. Spec verification class: Test + accountable review.",v04.txt:page 18:L583,branch+test
ES-05-003,V4,5 Engineering Principles,18,Correction SHALL create new history and impact propagation; it SHALL NOT overwrite the record used by an earlier decision.,V04-F001,governance-docs,implemented,passed:harness,merged,phase1,done,"apps/api/src/objects/objects.service.ts:91-121; migrations/0022:579,597,1528,1555; migrations/0026:27-56; 0027:112,294,324; test/acceptance/acceptance.test.ts:700,723",,Spec verification class: Negative conformance test. | UNRESOLVED pointer(s) at 2e83945: apps/api/src/observation/corrections.service.ts:24-25,v04.txt:page 18:L591,main+test
ES-05-004,V4,5 Engineering Principles,18,"Degraded capability SHALL be visible at the point of use and SHALL NOT present stale, partial, or substituted output as healthy.",V04-F001,governance-docs,partial,passed:harness,branch-only,phase0,P7-D,"apps/api/src/health/health.controller.ts:32-53 (/healthz,/readyz); apps/api/src/health/degraded-reconciliation.service.ts; test/int/gate22-degraded-recovery.test.ts; migrations/0029 ~475-520 (attention_state); apps/web/lib/warning-timing.ts",Degraded state is visible only via /readyz and per-object attention markers; no point-of-use degraded indicator in responses (no envelope degraded field).,Spec verification class: Fault / recovery test. | release_status merged → branch-only from the evidence at 2e83945,v04.txt:page 18:L599,branch+main+test
ES-05-005,V4,5 Engineering Principles,18,"Learning SHALL produce governed proposals and SHALL NOT mutate production models, prompts, agents, policies, ontologies, or decision logic silently.",V04-F001,governance-docs,missing,unverified,none,phase7,P7-B,,"Governed learning pipeline (proposal→evaluation→approval→release) does not exist; nothing mutates, so the prohibition holds vacuously.","Cross-ref ES-48-*, ADR-0020. Spec verification class: Negative conformance test. | UNRESOLVED pointer(s) at 2e83945: apps/api/src/executive/agents.service.ts:14 (""Nothing learns."")",v04.txt:page 18:L607,
ES-06-001,V4,6 Cross-Volume Traceability,20,"Trace links SHALL be machine-readable, versioned, and queryable in both upstream and downstream directions.",V04-F001,governance-docs,missing,unverified,none,omission,P7-D,conformance.manifest.json (Phase 0 units only; maps paths→component_ids→controls); scripts/gate/c19-deliver.mjs (release evidence bundle); packages/contracts/fixtures/audit-hash.golden.json,Machine-readable bidirectional trace links (requirement↔test↔artifact↔runtime version); deterministic change-impact analysis; traceability retained as audit evidence.,Only Phase 0 unit→control mapping exists. Spec verification class: Automated conformance test.,v04.txt:page 20:L653,main+test
ES-06-002,V4,6 Cross-Volume Traceability,20,Every production artifact SHALL resolve to the source revision and requirement set from which it was built.,V04-F001,governance-docs,partial,passed:ci,merged,phase0,P7-D,.github/workflows/ci.yml: supply-chain (head SHA bound receipts); scripts/gate/c19-deliver.mjs; scripts/generate-sbom.mjs,"Artifacts (SBOM, gate receipts) resolve to the source revision; no requirement set is recorded with them.",Only Phase 0 unit→control mapping exists. Spec verification class: Automated conformance test.,v04.txt:page 20:L660,main+test
ES-06-003,V4,6 Cross-Volume Traceability,20,"Every material runtime output SHALL resolve to the exact service, schema, model, agent, policy, and configuration versions that produced it.",V04-F001,governance-docs,partial,passed:harness,merged,phase2,P7-D,migrations/0023:286-323 (claim_lineage method/model versions); apps/api/src/policy/pdp.service.ts (bundleVersion + inputDigest on every decision); test/unit/pdp.test.ts:86,"Runtime outputs record method/model and policy bundle versions but not service build, schema, agent or configuration versions.",Only Phase 0 unit→control mapping exists. Spec verification class: Security test.,v04.txt:page 20:L668,main+test
ES-06-004,V4,6 Cross-Volume Traceability,20,"A controlling change SHALL trigger deterministic impact analysis across dependent artifacts, tests, deployments, and decision- active products.",V04-F001,governance-docs,missing,unverified,none,omission,P7-D,conformance.manifest.json (Phase 0 units only; maps paths→component_ids→controls); scripts/gate/c19-deliver.mjs (release evidence bundle); packages/contracts/fixtures/audit-hash.golden.json,Machine-readable bidirectional trace links (requirement↔test↔artifact↔runtime version); deterministic change-impact analysis; traceability retained as audit evidence.,Only Phase 0 unit→control mapping exists. Spec verification class: Automated conformance test.,v04.txt:page 20:L676,main+test
ES-06-005,V4,6 Cross-Volume Traceability,20,Traceability data SHALL be protected as audit evidence and retained consistently with the governed records it explains.,V04-F001,governance-docs,partial,passed:harness,merged,phase0,P7-D,"apps/api/migrations/0004_audit.sql (append-only triggers, chain heads); apps/api/src/audit/audit.service.ts; apps/api/test/int/audit-chain.test.ts","Audit records are protected; traceability data (manifest, gate receipts) is not retained as audit evidence.",Only Phase 0 unit→control mapping exists. Spec verification class: Automated conformance test.,v04.txt:page 20:L684,main+test
ES-07-001,V4,7 Runtime Topology,23,"Every request, event, object, workflow, agent execution, and telemetry record SHALL carry a resolved domain identity before owned behavior begins.",V04-F002,infrastructure,implemented,passed:harness,merged,phase0,done,apps/api/migrations/0002_identity_tenancy.sql; 0009_privilege_separation_and_bound_context.sql; 0011_authority_boundary_closure.sql (RLS + signed context); apps/api/test/int/domain-isolation.test.ts; apps/api/src/shared/scope.ts; apps/api/src/pipeline/http.ts (scope resolved before handler); test/acceptance/acceptance.test.ts:482,,Telemetry records are the exception: no telemetry pipeline exists. Spec verification class: Security test.,v04.txt:page 23:L738,main+test
ES-07-002,V4,7 Runtime Topology,23,"Cell placement SHALL satisfy residency, classification, key ownership, model, network, capacity, and continuity policy.",V04-F002,infrastructure,missing,unverified,none,phase7,P7-D,"scripts/gate/target-descriptor.json:17-25 (no Dockerfile/app image; compose provides Postgres+Redis only); docker-compose.yml (postgres/redis digest-pinned, local only)","No cell topology: single local Compose profile with one API process; no cell placement policy, no cross-cell contracts, no execution gateway for external side effects.",Deployment packaging is Phase 7 (docs/the-eye-master-build-prompt.md:85-88). Spec verification class: Security test.,v04.txt:page 23:L745,main+test
ES-07-003,V4,7 Runtime Topology,23,"Cross-cell communication SHALL use authenticated contracts and SHALL preserve tenant, causation, trace, policy, and version context.",V04-F002,infrastructure,missing,unverified,none,phase7,P7-D,"scripts/gate/target-descriptor.json:17-25 (no Dockerfile/app image; compose provides Postgres+Redis only); docker-compose.yml (postgres/redis digest-pinned, local only)","No cell topology: single local Compose profile with one API process; no cell placement policy, no cross-cell contracts, no execution gateway for external side effects.",Deployment packaging is Phase 7 (docs/the-eye-master-build-prompt.md:85-88). Spec verification class: Security test.,v04.txt:page 23:L751,main+test
ES-07-004,V4,7 Runtime Topology,23,Shared control services SHALL operate on the minimum metadata necessary and SHALL not become hidden canonical data owners.,V04-F002,infrastructure,missing,unverified,none,phase7,P7-D,"scripts/gate/target-descriptor.json:17-25 (no Dockerfile/app image; compose provides Postgres+Redis only); docker-compose.yml (postgres/redis digest-pinned, local only)","No cell topology: single local Compose profile with one API process; no cell placement policy, no cross-cell contracts, no execution gateway for external side effects.",Deployment packaging is Phase 7 (docs/the-eye-master-build-prompt.md:85-88). Spec verification class: Test + accountable review.,v04.txt:page 23:L759,main+test
ES-07-005,V4,7 Runtime Topology,23,"External side effects SHALL traverse an execution gateway with policy evaluation, approval context, idempotency, and audit evidence.",V04-F002,infrastructure,missing,unverified,none,phase7,P7-A,apps/api/src/observation/connectors/http-client.ts (only outbound path: source collection),No execution gateway for external side effects; agents produce no side effects today (EYE-EXT-001 never raised).,Deployment packaging is Phase 7 (docs/the-eye-master-build-prompt.md:85-88). Spec verification class: Security test.,v04.txt:page 23:L768,main
ES-08-001,V4,8 Customer Intelligence Domain,25,"Domain creation SHALL be a governed workflow that binds legal entity, purpose, authorities, key policy, residency, retention, and recovery profile before activation.",V04-F002,infrastructure,partial,passed:harness,merged,phase0,P7-D,"apps/api/migrations/0002_identity_tenancy.sql; 0009_privilege_separation_and_bound_context.sql; 0011_authority_boundary_closure.sql (RLS + signed context); apps/api/test/int/domain-isolation.test.ts; migrations/0002_identity_tenancy.sql:90-123 (tenancy.tenants, domains, lifecycle_events); apps/api/src/tenancy/tenancy.service.ts; apps/api/src/pipeline/pipeline.service.ts:351-407 (purpose_id bound)","Governed domain-creation workflow binding legal entity, key policy, residency, retention, recovery profile; domain suspension/export/deletion lifecycle with legal holds and residual-state evidence; cross-domain sharing contract.",Tenant/domain identity and RLS isolation are Phase 0; lifecycle beyond create is absent. Spec verification class: Fault / recovery test.,v04.txt:page 25:L814,main+test
ES-08-002,V4,8 Customer Intelligence Domain,25,"Domain identity SHALL be immutable; display names, organizational mappings, and deployment placements MAY change by version.",V04-F002,infrastructure,implemented,unverified,merged,phase0,P7-D,"migrations/0002_identity_tenancy.sql:90-115 (uuid ids, name separate); apps/api/src/shared/ids.ts (UUIDv7)","verification evidence of the required class (harness, browser, CI or deployment) for the released artefact",Tenant/domain identity and RLS isolation are Phase 0; lifecycle beyond create is absent. Spec verification class: Security test.,v04.txt:page 25:L822,main
ES-08-003,V4,8 Customer Intelligence Domain,25,All data access SHALL be evaluated against domain identity and purpose before object-level authorization.,V04-F002,infrastructure,implemented,passed:harness,merged,phase0,done,"apps/api/src/policy/pdp.service.ts (default DENY, indeterminate→deny, obligations executed); apps/api/test/unit/pdp.test.ts; apps/api/src/pipeline/pipeline.service.ts:351 (purposeId); test/acceptance/acceptance.test.ts:687,781",,Tenant/domain identity and RLS isolation are Phase 0; lifecycle beyond create is absent. Spec verification class: Security test.,v04.txt:page 25:L829,main+test
ES-08-004,V4,8 Customer Intelligence Domain,25,"Cross-domain sharing SHALL create a governed, revocable reference or export with explicit source and recipient obligations; shared mutable state is prohibited.",V04-F002,infrastructure,missing,unverified,none,phase7,P7-D,apps/api/migrations/0002_identity_tenancy.sql; 0009_privilege_separation_and_bound_context.sql; 0011_authority_boundary_closure.sql (RLS + signed context); apps/api/test/int/domain-isolation.test.ts (cross-domain access denied entirely),"Governed, revocable cross-domain reference/export with source and recipient obligations.",Tenant/domain identity and RLS isolation are Phase 0; lifecycle beyond create is absent. Spec verification class: Negative conformance test.,v04.txt:page 25:L835,main+test
ES-08-005,V4,8 Customer Intelligence Domain,25,"Domain suspension, export, and deletion SHALL preserve legal holds, audit continuity, customer proof, and declared residual- state evidence.",V04-F002,infrastructure,missing,unverified,none,omission,P7-D,migrations/0002:115-123 (tenancy.lifecycle_events table exists; only create events written),"Domain suspension/export/deletion workflows preserving legal holds, audit continuity and residual-state evidence.",Tenant/domain identity and RLS isolation are Phase 0; lifecycle beyond create is absent. Spec verification class: Automated conformance test.,v04.txt:page 25:L844,main
ES-09-001,V4,9 Intelligence Cells,27,"A cell SHALL publish supported artifact, schema, policy, model, security, and operational baseline versions before workload admission.",V04-F002,infrastructure,missing,unverified,none,phase7,P7-D,scripts/gate/target-descriptor.json:17-25 (no Dockerfile/app image; compose provides Postgres+Redis only),"No Intelligence Cell construct: no baseline publication, workload admission checks, drain/checkpoint/reconcile maintenance transitions, or dependency-based cell health.",Only /readyz dependency health exists (apps/api/src/health/health.controller.ts:36-53). Spec verification class: Security test.,v04.txt:page 27:L890,main+test
ES-09-002,V4,9 Intelligence Cells,27,"Workloads SHALL be admitted only after compatibility, capacity, data locality, dependency, and recovery checks pass.",V04-F002,infrastructure,missing,unverified,none,phase7,P7-D,scripts/gate/target-descriptor.json:17-25 (no Dockerfile/app image; compose provides Postgres+Redis only),"No Intelligence Cell construct: no baseline publication, workload admission checks, drain/checkpoint/reconcile maintenance transitions, or dependency-based cell health.",Only /readyz dependency health exists (apps/api/src/health/health.controller.ts:36-53). Spec verification class: Fault / recovery test.,v04.txt:page 27:L897,main+test
ES-09-003,V4,9 Intelligence Cells,27,"Cell-local caches and projections SHALL be rebuildable and SHALL declare freshness, source revision, and invalidation state.",V04-F002,infrastructure,partial,passed:harness,merged,phase3,P7-D,"migrations/0005_audit_rebuild_rls_fix.sql (audit.rebuild_chain_heads); 0022:1862; 0023:938; 0024:1436 (projection rebuild functions); test/int/phase3-corrections.test.ts:891,922,969","Projections are rebuildable but do not declare freshness, source revision or invalidation state.",Only /readyz dependency health exists (apps/api/src/health/health.controller.ts:36-53). Spec verification class: Automated conformance test.,v04.txt:page 27:L902,main+test
ES-09-004,V4,9 Intelligence Cells,27,"Cell maintenance SHALL use drain, checkpoint, reconcile, and release transitions that preserve durable workflows and external- effect evidence.",V04-F002,infrastructure,missing,unverified,none,phase7,P7-D,scripts/gate/target-descriptor.json:17-25 (no Dockerfile/app image; compose provides Postgres+Redis only),"No Intelligence Cell construct: no baseline publication, workload admission checks, drain/checkpoint/reconcile maintenance transitions, or dependency-based cell health.",Only /readyz dependency health exists (apps/api/src/health/health.controller.ts:36-53). Spec verification class: Automated conformance test.,v04.txt:page 27:L910,main+test
ES-09-005,V4,9 Intelligence Cells,27,"Cell health SHALL be computed from dependency and product signals, not process liveness alone.",V04-F002,infrastructure,partial,passed:harness,merged,phase0,P7-D,"apps/api/src/health/health.controller.ts:32-53 (/healthz,/readyz); apps/api/src/health/degraded-reconciliation.service.ts; test/int/gate22-degraded-recovery.test.ts",/readyz covers database + degraded reconciliation only; no product-signal health.,Only /readyz dependency health exists (apps/api/src/health/health.controller.ts:36-53). Spec verification class: Automated conformance test.,v04.txt:page 27:L918,main+test
ES-10-001,V4,10 Shared Control Services,29,Shared services SHALL store only declared metadata fields and SHALL reject undeclared customer payloads.,V04-F002,infrastructure,missing,unverified,none,phase7,P7-D,apps/api/migrations/0002_identity_tenancy.sql; 0009_privilege_separation_and_bound_context.sql; 0011_authority_boundary_closure.sql (RLS + signed context); apps/api/test/int/domain-isolation.test.ts (shared control schemas identity/policy/audit hold metadata only),"Signed/versioned control packages, disconnected operation with authority-package expiry, reconnection reconciliation, and time-bound administrative support access are absent.","Shared control services exist as in-process modules, not as a management plane. Spec verification class: Automated conformance test.",v04.txt:page 29:L965,main+test
ES-10-002,V4,10 Shared Control Services,29,"Administrative support access SHALL require explicit authorization, purpose, time bound, customer policy, and tamper- evident audit evidence.",V04-F002,infrastructure,partial,passed:harness,merged,phase0,P7-D,"migrations/0002:77 (identity.break_glass_grants); apps/api/src/identity/identity.service.ts:95 (assurance break_glass); apps/api/migrations/0004_audit.sql (append-only triggers, chain heads); apps/api/src/audit/audit.service.ts; apps/api/test/int/audit-chain.test.ts","Break-glass grants exist but administrative support access with customer-policy consent, purpose and time bound is not a workflow.","Shared control services exist as in-process modules, not as a management plane. Spec verification class: Security test.",v04.txt:page 29:L973,main+test
ES-10-003,V4,10 Shared Control Services,29,"Control packages SHALL be signed, versioned, integrity- checked, compatible, and revocable before local activation.",V04-F002,infrastructure,missing,unverified,none,phase7,P7-D,apps/api/migrations/0002_identity_tenancy.sql; 0009_privilege_separation_and_bound_context.sql; 0011_authority_boundary_closure.sql (RLS + signed context); apps/api/test/int/domain-isolation.test.ts (shared control schemas identity/policy/audit hold metadata only),"Signed/versioned control packages, disconnected operation with authority-package expiry, reconnection reconciliation, and time-bound administrative support access are absent.","Shared control services exist as in-process modules, not as a management plane. Spec verification class: Automated conformance test.",v04.txt:page 29:L980,main+test
ES-10-004,V4,10 Shared Control Services,29,Disconnected operation SHALL expose control-state age and SHALL fail closed when a mandatory authority package expires.,V04-F002,infrastructure,missing,unverified,none,phase7,P7-D,apps/api/migrations/0002_identity_tenancy.sql; 0009_privilege_separation_and_bound_context.sql; 0011_authority_boundary_closure.sql (RLS + signed context); apps/api/test/int/domain-isolation.test.ts (shared control schemas identity/policy/audit hold metadata only),"Signed/versioned control packages, disconnected operation with authority-package expiry, reconnection reconciliation, and time-bound administrative support access are absent.","Shared control services exist as in-process modules, not as a management plane. Spec verification class: Test + accountable review.",v04.txt:page 29:L987,main+test
