id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope
IA-02-005,V6,2 Specification Hierarchy and Conformance,13,"When two controlling artifacts conflict or an exception expires, the platform SHALL hold affected promotion, select the highest authority, expose dependent releases, and require explicit amendment or closure; it SHALL NOT infer healthy, complete, current, authorized, or recovered state.",V06-F001,governance-docs,partial,passed:ci,merged,phase0,P7-D,.github/workflows/c15-patched-image-recheck.yml; scripts/gate/check-patched-images.mjs; test/gate/c15-patched-recheck.ctl.ts,"Expired or unnecessary exceptions fail CI (holds promotion); no conflict resolution between controlling artifacts, no dependent-release exposure, no amendment workflow","Vol 6 App N anchors: C-003, C-008, C-050, C-051, C-052; V4:2, V4:3, V4:6, V4:23, V4:72; V5:2, V5:6, V5:70, V5:71, V5:72",v06.txt:page 12:L419,main+test
IA-02-006,V6,2 Specification Hierarchy and Conformance,13,"Production admission and continued operation SHALL require machine-readable conformance manifests, conflict tests, exception expiry exercises, and dependency-complete review, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F001,governance-docs,missing,unverified,none,omission,P7-D,,"No production admission gate binds machine-readable conformance manifests, conflict tests, exception expiry exercises, and dependency-complete review to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt only","Vol 6 App N anchors: C-003, C-008, C-050, C-051, C-052; V4:2, V4:3, V4:6, V4:23, V4:72; V5:2, V5:6, V5:70, V5:71, V5:72",v06.txt:page 11:L355,
IA-03-001,V6,3 Infrastructure Principles and Semantic Parity,14,"The infrastructure realization of Infrastructure Principles and Semantic Parity SHALL preserve one product contract across SaaS, Private Cloud, and On-Premise while allowing controlled physical variation.",V06-F001,infrastructure,missing,unverified,none,omission,P7-D,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev)","Only the local-dev profile exists; define the SaaS, Private Cloud and On-Premise profiles and one common semantic conformance suite run identically in each","Not scheduled in any phase of docs/the-eye-master-build-prompt.md (stack: Docker Compose for local dev, GitHub Actions CI); owner package P7-D.; Vol 6 App N anchors: C-001, C-004, C-036, C-045, C-051; V4:5, V4:14, V4:23, V4:64, V4:71; V5:7, V5:9, V5:20, V5:71",v06.txt:page 10:L295,main
IA-03-002,V6,3 Infrastructure Principles and Semantic Parity,14,"Every production instance SHALL declare and continuously reconcile deployment capability profile, semantic parity claim, permitted physical variance, test suite, and evidence validity through versioned desired state, observed state, ownership, and audit evidence.",V06-F001,infrastructure,missing,unverified,none,omission,P7-D,,"No versioned desired-state/observed-state reconciliation for: deployment capability profile, semantic parity claim, permitted physical variance, test suite, and evidence validity. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of reconciliation","Vol 6 App N anchors: C-001, C-004, C-036, C-045, C-051; V4:5, V4:14, V4:23, V4:64, V4:71; V5:7, V5:9, V5:20, V5:71",v06.txt:page 10:L305,
IA-03-003,V6,3 Infrastructure Principles and Semantic Parity,14,"The implementation SHALL enforce this boundary: provider, topology, operating model, and locality may vary; authority, object, workflow, failure, audit, replay, and human-decision semantics may not.",V06-F001,infrastructure,missing,unverified,none,omission,P7-D,,"No profile variation exists to constrain; the rule (physical variation allowed, semantics frozen) has no fixture","Vol 6 App N anchors: C-001, C-004, C-036, C-045, C-051; V4:5, V4:14, V4:23, V4:64, V4:71; V5:7, V5:9, V5:20, V5:71",v06.txt:page 10:L317,
IA-03-004,V6,3 Infrastructure Principles and Semantic Parity,14,"SaaS, Private Cloud, and On-Premise SHALL preserve the same authority, state, isolation, failure, recovery, evidence, replay, and human-decision semantics for Infrastructure Principles and Semantic Parity.",V06-F001,infrastructure,missing,unverified,none,omission,P7-D,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev)","Only the local-dev profile exists; no SaaS, Private Cloud or On-Premise profile and no shared conformance fixtures proving identical semantics for this chapter","Cross-volume: V0 C-042 (deployment semantic parity); V3 Ch 39–43; V4 Ch 14.; Vol 6 App N anchors: C-001, C-004, C-036, C-045, C-051; V4:5, V4:14, V4:23, V4:64, V4:71; V5:7, V5:9, V5:20, V5:71",v06.txt:page 10:L327,main
IA-03-005,V6,3 Infrastructure Principles and Semantic Parity,15,"When a deployment profile cannot pass the common semantic conformance suite, the platform SHALL mark the capability unavailable or explicitly degraded for that profile and block claims of product parity; it SHALL NOT infer healthy, complete, current, authorized, or recovered state.",V06-F001,infrastructure,missing,unverified,none,omission,P7-D,,No per-profile conformance suite; no mechanism to mark a capability unavailable/degraded per profile or to block parity claims,"Vol 6 App N anchors: C-001, C-004, C-036, C-045, C-051; V4:5, V4:14, V4:23, V4:64, V4:71; V5:7, V5:9, V5:20, V5:71",v06.txt:page 14:L546,
IA-03-006,V6,3 Infrastructure Principles and Semantic Parity,15,"Production admission and continued operation SHALL require identical golden fixtures, parity diffs, exception records, and accountable sign-off for every deployment profile, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F001,infrastructure,missing,unverified,none,omission,P7-D,,"No production admission gate binds identical golden fixtures, parity diffs, exception records, and accountable sign-off for every deployment profile to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt only","Vol 6 App N anchors: C-001, C-004, C-036, C-045, C-051; V4:5, V4:14, V4:23, V4:64, V4:71; V5:7, V5:9, V5:20, V5:71",v06.txt:page 11:L355,
IA-04-001,V6,4 Shared Responsibility and Customer Control,16,"The infrastructure realization of Shared Responsibility and Customer Control SHALL make operational ownership, customer authority, platform duties, support access, and evidence obligations explicit for every deployment profile.",V06-F001,infrastructure,missing,unverified,none,omission,P7-F,,"No shared-responsibility matrix, customer-authority model, support-access model or per-profile evidence obligations (Vol 6 App B)","Not scheduled in any phase of docs/the-eye-master-build-prompt.md (stack: Docker Compose for local dev, GitHub Actions CI); owner package P7-D.; Vol 6 App N anchors: C-004, C-006, C-028, C-036, C-049; V4:2, V4:10, V4:49, V4:63, V4:72; V5:3, V5:37, V5:65, V5:71, V5:72",v06.txt:page 16:L680,
IA-04-002,V6,4 Shared Responsibility and Customer Control,16,"Every production instance SHALL declare and continuously reconcile responsibility assignment, control owner, operator role, customer-held authority, access path, evidence producer, and escalation path through versioned desired state, observed state, ownership, and audit evidence.",V06-F001,infrastructure,missing,unverified,none,omission,P7-F,,"No versioned desired-state/observed-state reconciliation for: responsibility assignment, control owner, operator role, customer-held authority, access path, evidence producer, and escalation path. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of reconci","Vol 6 App N anchors: C-004, C-006, C-028, C-036, C-049; V4:2, V4:10, V4:49, V4:63, V4:72; V5:3, V5:37, V5:65, V5:71, V5:72",v06.txt:page 10:L305,
IA-04-003,V6,4 Shared Responsibility and Customer Control,16,"The implementation SHALL enforce this boundary: no responsibility may be silently transferred through hosting choice, support action, managed service, or contractual shorthand.",V06-F001,infrastructure,missing,unverified,none,omission,P7-F,,No responsibility model exists to protect from silent transfer,"Vol 6 App N anchors: C-004, C-006, C-028, C-036, C-049; V4:2, V4:10, V4:49, V4:63, V4:72; V5:3, V5:37, V5:65, V5:71, V5:72",v06.txt:page 10:L317,
IA-04-004,V6,4 Shared Responsibility and Customer Control,16,"SaaS, Private Cloud, and On-Premise SHALL preserve the same authority, state, isolation, failure, recovery, evidence, replay, and human-decision semantics for Shared Responsibility and Customer Control.",V06-F001,infrastructure,missing,unverified,none,omission,P7-F,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev)","Only the local-dev profile exists; no SaaS, Private Cloud or On-Premise profile and no shared conformance fixtures proving identical semantics for this chapter","Cross-volume: V0 C-042 (deployment semantic parity); V3 Ch 39–43; V4 Ch 14.; Vol 6 App N anchors: C-004, C-006, C-028, C-036, C-049; V4:2, V4:10, V4:49, V4:63, V4:72; V5:3, V5:37, V5:65, V5:71, V5:72",v06.txt:page 10:L327,main
IA-04-005,V6,4 Shared Responsibility and Customer Control,17,"When an incident or control activity has no unambiguous accountable owner, the platform SHALL stop the affected operation when safe, invoke the recorded escalation path, and keep the responsibility gap visible until accepted; it SHALL NOT infer healthy, complete, current, authorized, or recovered state.",V06-F001,infrastructure,missing,unverified,none,omission,P7-F,,"No accountable-owner registry for incidents/control activities, no recorded escalation path outside executive agents (product-level)","Vol 6 App N anchors: C-004, C-006, C-028, C-036, C-049; V4:2, V4:10, V4:49, V4:63, V4:72; V5:3, V5:37, V5:65, V5:71, V5:72",v06.txt:page 16:L675,
IA-04-006,V6,4 Shared Responsibility and Customer Control,17,"Production admission and continued operation SHALL require signed responsibility matrices, privileged-access records, customer-control tests, and joint operating exercises, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F001,infrastructure,missing,unverified,none,omission,P7-F,,"No production admission gate binds signed responsibility matrices, privileged-access records, customer-control tests, and joint operating exercises to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt only","Vol 6 App N anchors: C-004, C-006, C-028, C-036, C-049; V4:2, V4:10, V4:49, V4:63, V4:72; V5:3, V5:37, V5:65, V5:71, V5:72",v06.txt:page 11:L355,
IA-05-001,V6,5 Failure-Domain and Blast-Radius Doctrine,18,"The infrastructure realization of Failure-Domain and Blast-Radius Doctrine SHALL bound correlated failure by tenant, intelligence domain, cell, zone, region, site, service, state class, and release cohort.",V06-F001,infrastructure,partial,unverified,branch-only,phase0,P7-D,"apps/api/src/shared/db.ts (one pool per authority); migrations/0009_privilege_separation_and_bound_context.sql (eye_recovery never loaded by runtime); apps/api/src/observation/scheduling/scheduler.service.ts (BullMQ job schedulers, scope-prefixed queues, payload carries no authority, attempts 3 exponential backoff); migrations/0038_scheduled_collection.sql; migrations/0040_scheduled_attempt_faults.sql; test/int/phase6-scheduled-collection.test.ts; test/int/phase6-scheduled-corrections.test.ts; test/int/domain-isolation.test.ts; test/int/gate22-authority-matrix.test.ts","Failure domains bounded only at database-authority (per-role pools), tenant/domain (RLS) and queue-scope level; no cell/zone/region/site/service/state-class/release-cohort domains","Vol 6 App N anchors: C-008, C-034, C-038, C-041, C-049; V4:7, V4:9, V4:11, V4:59, V4:61; V5:31, V5:34, V5:38, V5:68, V5:72 | UNRESOLVED pointer(s) at 2e83945: apps/api/migrations/0001…0050 (96 CREATE POLICY row-level security) | release_status merged → branch-only from the evidence at 2e83945",v06.txt:page 18:L807,branch+main+test
IA-05-002,V6,5 Failure-Domain and Blast-Radius Doctrine,18,"Every production instance SHALL declare and continuously reconcile failure-domain identity, dependency graph, isolation boundary, recovery order, maximum affected scope, and tested containment state through versioned desired state, observed state, ownership, and audit evidence.",V06-F001,infrastructure,missing,unverified,none,omission,P7-D,,"No versioned desired-state/observed-state reconciliation for: failure-domain identity, dependency graph, isolation boundary, recovery order, maximum affected scope, and tested containment state. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of reconcili","Vol 6 App N anchors: C-008, C-034, C-038, C-041, C-049; V4:7, V4:9, V4:11, V4:59, V4:61; V5:31, V5:34, V5:38, V5:68, V5:72",v06.txt:page 10:L305,
IA-05-003,V6,5 Failure-Domain and Blast-Radius Doctrine,18,"The implementation SHALL enforce this boundary: shared infrastructure may aggregate efficiency only where failure, data, policy, and change blast radius remain measurable and enforceable.",V06-F001,infrastructure,partial,passed:harness,merged,phase0,P7-D,apps/api/src/shared/degraded-store.ts (independent failure domain from the audit ledger); test/int/gate22-degraded-recovery.test.ts,Blast radius is measurable only for audit unavailability; no blast-radius declaration per shared component,"Vol 6 App N anchors: C-008, C-034, C-038, C-041, C-049; V4:7, V4:9, V4:11, V4:59, V4:61; V5:31, V5:34, V5:38, V5:68, V5:72",v06.txt:page 10:L317,main+test
IA-05-004,V6,5 Failure-Domain and Blast-Radius Doctrine,18,"SaaS, Private Cloud, and On-Premise SHALL preserve the same authority, state, isolation, failure, recovery, evidence, replay, and human-decision semantics for Failure-Domain and Blast-Radius Doctrine.",V06-F001,infrastructure,missing,unverified,none,omission,P7-D,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev)","Only the local-dev profile exists; no SaaS, Private Cloud or On-Premise profile and no shared conformance fixtures proving identical semantics for this chapter","Cross-volume: V0 C-042 (deployment semantic parity); V3 Ch 39–43; V4 Ch 14.; Vol 6 App N anchors: C-008, C-034, C-038, C-041, C-049; V4:7, V4:9, V4:11, V4:59, V4:61; V5:31, V5:34, V5:38, V5:68, V5:72",v06.txt:page 10:L327,main
IA-05-005,V6,5 Failure-Domain and Blast-Radius Doctrine,19,"When a fault crosses its declared failure domain or the actual blast radius cannot be established, the platform SHALL isolate the suspected domain, suspend unsafe automation, preserve evidence, and recover in dependency order under incident command; it SHALL NOT infer healthy, complete, current, authorized, or recovered state.",V06-F001,infrastructure,partial,passed:harness,merged,phase0,P7-D,apps/api/src/shared/degraded-store.ts; apps/api/src/health/health.controller.ts (/readyz degraded never healthy); apps/api/src/health/degraded-reconciliation.service.ts; migrations/0020_governed_degraded_recovery.sql; test/int/gate22-degraded-recovery.test.ts,"Fail-closed plus degraded marking exists for audit/evidence persistence faults only; no isolation of a suspected domain, suspension of automation, or dependency-ordered recovery under incident command","Vol 6 App N anchors: C-008, C-034, C-038, C-041, C-049; V4:7, V4:9, V4:11, V4:59, V4:61; V5:31, V5:34, V5:38, V5:68, V5:72",v06.txt:page 18:L802,main+test
IA-05-006,V6,5 Failure-Domain and Blast-Radius Doctrine,19,"Production admission and continued operation SHALL require fault-injection traces, dependency closure, blast-radius measurements, isolation proofs, and recovery exercises, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F001,infrastructure,missing,unverified,none,omission,P7-D,,"No production admission gate binds fault-injection traces, dependency closure, blast-radius measurements, isolation proofs, and recovery exercises to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt only","Vol 6 App N anchors: C-008, C-034, C-038, C-041, C-049; V4:7, V4:9, V4:11, V4:59, V4:61; V5:31, V5:34, V5:38, V5:68, V5:72",v06.txt:page 11:L355,
IA-06-001,V6,6 Infrastructure Traceability and Documentation Inheritance,20,"The infrastructure realization of Infrastructure Traceability and Documentation Inheritance SHALL connect every infrastructure requirement to constitutional invariants, logical components, engineering owners, AI workloads, manifests, tests, releases, and operations.",V06-F001,governance-docs,partial,unverified,branch-only,phase0,P7-D,"conformance.manifest.json (repository units -> component ids, controls, owners; Phase 0 framing); FULL_PRODUCT_DELIVERY_REGISTER.md §5 (Volume 6 row: not started)",Vol 6 IA ids are traced nowhere in the repository; the conformance manifest traces Phase 0 units to Vol 3/4 ids only,"Vol 6 App N anchors: C-003, C-008, C-043, C-050, C-052; V4:6, V4:23, V4:66, V4:69, V4:72; V5:6, V5:15, V5:30, V5:70, V5:72 | release_status merged → branch-only from the evidence at 2e83945",v06.txt:page 10:L295,branch+main
IA-06-002,V6,6 Infrastructure Traceability and Documentation Inheritance,20,"Every production instance SHALL declare and continuously reconcile requirement identity, source authority, implementation owner, component, workload, evidence, release, exception, and retirement linkage through versioned desired state, observed state, ownership, and audit evidence.",V06-F001,governance-docs,missing,unverified,none,omission,P7-D,,"No versioned desired-state/observed-state reconciliation for: requirement identity, source authority, implementation owner, component, workload, evidence, release, exception, and retirement linkage. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of recon","Vol 6 App N anchors: C-003, C-008, C-043, C-050, C-052; V4:6, V4:23, V4:66, V4:69, V4:72; V5:6, V5:15, V5:30, V5:70, V5:72",v06.txt:page 10:L305,
IA-06-003,V6,6 Infrastructure Traceability and Documentation Inheritance,21,"The implementation SHALL enforce this boundary: traceability must cross document, repository, build, deployment, runtime, incident, and retirement boundaries without relying on prose similarity.",V06-F001,governance-docs,missing,unverified,none,omission,P7-D,,"Traceability crosses repository and CI only (gate evidence bound to a SHA); no linkage through deployment, runtime, incident or retirement","Vol 6 App N anchors: C-003, C-008, C-043, C-050, C-052; V4:6, V4:23, V4:66, V4:69, V4:72; V5:6, V5:15, V5:30, V5:70, V5:72",v06.txt:page 10:L317,
IA-06-004,V6,6 Infrastructure Traceability and Documentation Inheritance,21,"SaaS, Private Cloud, and On-Premise SHALL preserve the same authority, state, isolation, failure, recovery, evidence, replay, and human-decision semantics for Infrastructure Traceability and Documentation Inheritance.",V06-F001,governance-docs,missing,unverified,none,omission,P7-D,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev)","Only the local-dev profile exists; no SaaS, Private Cloud or On-Premise profile and no shared conformance fixtures proving identical semantics for this chapter","Cross-volume: V0 C-042 (deployment semantic parity); V3 Ch 39–43; V4 Ch 14.; Vol 6 App N anchors: C-003, C-008, C-043, C-050, C-052; V4:6, V4:23, V4:66, V4:69, V4:72; V5:6, V5:15, V5:30, V5:70, V5:72",v06.txt:page 10:L327,main
IA-06-005,V6,6 Infrastructure Traceability and Documentation Inheritance,21,"When a production artifact has incomplete, stale, circular, or unverifiable inheritance, the platform SHALL deny promotion or mark the running artifact non-conformant, identify affected decisions and services, and restore a closed evidence chain; it SHALL NOT infer healthy, complete, current, authorized, or recovered state.",V06-F001,governance-docs,partial,passed:ci,merged,phase0,P7-D,scripts/gate/assert-final-manifests.mjs; test/gate/final-manifest-verifier.test.ts (manifests must state FINAL mode and the exact head SHA),"Inheritance verification covers gate evidence manifests only; no non-conformance marking of running artifacts, no affected-decision identification","Vol 6 App N anchors: C-003, C-008, C-043, C-050, C-052; V4:6, V4:23, V4:66, V4:69, V4:72; V5:6, V5:15, V5:30, V5:70, V5:72",v06.txt:page 20:L935,main+test
IA-06-006,V6,6 Infrastructure Traceability and Documentation Inheritance,21,"Production admission and continued operation SHALL require bidirectional trace queries, orphan detection, release-manifest closure, runtime attestation, and retirement proofs, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F001,governance-docs,missing,unverified,none,omission,P7-D,,"No production admission gate binds bidirectional trace queries, orphan detection, release-manifest closure, runtime attestation, and retirement proofs to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt only","Vol 6 App N anchors: C-003, C-008, C-043, C-050, C-052; V4:6, V4:23, V4:66, V4:69, V4:72; V5:6, V5:15, V5:30, V5:70, V5:72",v06.txt:page 11:L355,
IA-07-001,V6,7 System Context and Deployment Models,23,"The infrastructure realization of System Context and Deployment Models SHALL define the physical system context connecting users, customer systems, external sources, intelligence cells, canonical state, and shared control services.",V06-F002,infrastructure,partial,unverified,merged,phase0,P7-D,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/main.ts (CORS origin localhost:3000); apps/api/src/observation/connectors/http-client.ts (EgressPolicy host/scheme allowlist, private/loopback/link-local/metadata refusal, redirect/size limits); test/int/phase1-hostile-input.test.ts","System context is the local compose profile (API + Next.js + Postgres + Redis on loopback); no documented physical context with intelligence cells, canonical state services and shared control services","Vol 6 App N anchors: C-001, C-007, C-036, C-045, C-049; V4:7, V4:8, V4:10, V4:14, V4:71; V5:7, V5:8, V5:9, V5:71",v06.txt:page 23:L1082,main+test
IA-07-002,V6,7 System Context and Deployment Models,23,"Every production instance SHALL declare and continuously reconcile deployment instance, customer domain, region or site, cell set, trust boundary, connected systems, and control-plane relationship through versioned desired state, observed state, ownership, and audit evidence.",V06-F002,infrastructure,missing,unverified,none,omission,P7-D,,"No versioned desired-state/observed-state reconciliation for: deployment instance, customer domain, region or site, cell set, trust boundary, connected systems, and control-plane relationship. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of reconciliat","Vol 6 App N anchors: C-001, C-007, C-036, C-045, C-049; V4:7, V4:8, V4:10, V4:14, V4:71; V5:7, V5:8, V5:9, V5:71",v06.txt:page 10:L305,
